,binaryClass_cat,Sex_cat,Length_num,Diameter_num,Height_num,Whole weight_num,Shucked weight_num,Viscera weight_num,Shell weight_num
2570,P,I,0.465,0.355,0.11,0.474,0.23,0.1005,0.12
2571,P,M,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225
2572,P,I,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136
2573,P,I,0.475,0.355,0.105,0.468,0.201,0.1115,0.12
2574,P,M,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135
2575,P,M,0.5,0.375,0.145,0.6215,0.274,0.166,0.1485
2576,P,I,0.5,0.38,0.11,0.494,0.218,0.09,0.1325
2577,P,I,0.505,0.385,0.12,0.6005,0.239,0.142,0.185
2578,P,M,0.515,0.395,0.12,0.646,0.285,0.1365,0.172
2579,P,M,0.525,0.415,0.135,0.7945,0.394,0.189,0.202
2580,P,M,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195
2581,P,F,0.53,0.42,0.17,0.828,0.41,0.208,0.1505
2582,P,M,0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835
2583,P,F,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215
2584,P,M,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213
2585,P,F,0.55,0.425,0.125,0.964,0.5475,0.159,0.215
2586,P,F,0.555,0.425,0.14,0.963,0.44,0.224,0.24
2587,P,F,0.57,0.445,0.15,0.995,0.504,0.185,0.2505
2588,P,F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295
2589,P,M,0.575,0.45,0.155,0.948,0.429,0.206,0.259
2590,P,F,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425
2591,P,F,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335
2592,P,M,0.59,0.465,0.14,1.046,0.4695,0.263,0.263
2593,P,F,0.595,0.47,0.155,1.1775,0.542,0.269,0.31
2594,P,F,0.595,0.465,0.15,1.0765,0.491,0.22,0.287
2595,N,F,0.595,0.465,0.15,1.0255,0.412,0.2745,0.289
2596,P,F,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248
2597,P,F,0.6,0.46,0.15,1.235,0.6025,0.274,0.29
2598,P,M,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29
2599,P,M,0.61,0.48,0.15,1.1495,0.564,0.274,0.264
2600,N,F,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315
2601,N,F,0.615,0.5,0.165,1.327,0.6,0.3015,0.355
2602,P,M,0.615,0.47,0.155,1.2,0.5085,0.32,0.292
2603,P,F,0.62,0.51,0.175,1.2705,0.5415,0.323,0.3225
2604,N,F,0.62,0.485,0.175,1.2155,0.545,0.253,0.345
2605,P,F,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275
2606,N,M,0.625,0.48,0.17,1.3555,0.671,0.268,0.3385
2607,P,F,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185
2608,P,F,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595
2609,N,F,0.63,0.495,0.2,1.4255,0.659,0.336,0.38
2610,P,F,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885
2611,P,M,0.63,0.48,0.165,1.286,0.604,0.271,0.35
2612,N,F,0.635,0.495,0.18,1.596,0.617,0.317,0.37
2613,N,F,0.635,0.495,0.195,1.297,0.556,0.2985,0.37
2614,P,M,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165
2615,N,M,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775
2616,P,F,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341
2617,P,M,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391
2618,N,F,0.69,0.545,0.205,1.933,0.7855,0.429,0.498
2619,P,M,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325
2620,N,F,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175
2621,N,M,0.695,0.525,0.175,1.742,0.696,0.389,0.505
2622,N,F,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165
2623,N,F,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624
2624,N,M,0.765,0.585,0.18,2.398,1.128,0.512,0.5335
2625,N,M,0.77,0.6,0.215,2.1945,1.0515,0.482,0.584
2626,P,I,0.22,0.16,0.05,0.049,0.0215,0.01,0.015
2627,P,I,0.275,0.205,0.07,0.1055,0.495,0.019,0.0315
2628,P,I,0.29,0.21,0.06,0.1045,0.0415,0.022,0.035
2629,P,I,0.33,0.24,0.075,0.163,0.0745,0.033,0.048
2630,P,I,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715
2631,P,I,0.375,0.29,0.1,0.219,0.0925,0.038,0.075
2632,P,I,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095
2633,P,I,0.425,0.33,0.115,0.3265,0.1315,0.077,0.103
2634,P,I,0.425,0.34,0.1,0.3515,0.1625,0.082,0.094
2635,P,I,0.43,0.32,0.1,0.3465,0.1635,0.08,0.09
2636,P,I,0.44,0.34,0.1,0.407,0.209,0.0735,0.103
2637,P,I,0.44,0.335,0.115,0.4215,0.173,0.0765,0.113
2638,P,I,0.46,0.345,0.11,0.3755,0.1525,0.058,0.125
2639,P,I,0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345
2640,P,I,0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185
2641,P,I,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123
2642,P,I,0.475,0.375,0.115,0.5205,0.233,0.119,0.1455
2643,P,I,0.485,0.375,0.13,0.5535,0.266,0.112,0.157
2644,P,I,0.49,0.375,0.125,0.5445,0.279,0.115,0.13
2645,P,M,0.49,0.38,0.11,0.554,0.2935,0.1005,0.15
2646,P,I,0.495,0.38,0.12,0.512,0.233,0.1205,0.136
2647,P,I,0.5,0.39,0.125,0.583,0.294,0.132,0.1605
2648,P,M,0.5,0.38,0.12,0.5765,0.273,0.135,0.145
2649,P,M,0.505,0.4,0.135,0.723,0.377,0.149,0.178
2650,P,I,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.167
2651,P,I,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725
2652,P,I,0.515,0.4,0.125,0.5925,0.265,0.1175,0.168
2653,P,I,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175
2654,P,F,0.545,0.43,0.14,0.832,0.4355,0.17,0.201
2655,P,M,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205
2656,P,M,0.545,0.42,0.12,0.7865,0.403,0.185,0.17
2657,P,F,0.545,0.4,0.14,0.778,0.368,0.215,0.18
2658,P,I,0.55,0.42,0.13,0.636,0.294,0.144,0.1755
2659,P,F,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185
2660,P,I,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105
2661,P,M,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213
2662,P,F,0.57,0.45,0.18,0.908,0.4015,0.217,0.255
2663,P,M,0.57,0.45,0.135,1.02,0.546,0.204,0.25
2664,P,F,0.57,0.43,0.16,0.811,0.3875,0.159,0.2285
2665,P,F,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248
2666,P,M,0.58,0.455,0.13,0.852,0.41,0.1725,0.225
2667,P,F,0.585,0.45,0.15,0.938,0.467,0.203,0.225
2668,P,F,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245
2669,P,M,0.59,0.47,0.15,0.861,0.413,0.164,0.249
2670,P,M,0.59,0.46,0.14,1.004,0.496,0.2165,0.26
2671,P,F,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565
2672,P,F,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265
2673,P,M,0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345
2674,P,M,0.595,0.46,0.14,0.852,0.4215,0.2255,0.227
2675,N,M,0.6,0.49,0.21,1.9875,1.005,0.419,0.491
2676,N,F,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293
2677,P,F,0.615,0.475,0.17,1.055,0.543,0.246,0.2345
2678,P,M,0.615,0.45,0.15,1.198,0.707,0.2095,0.2505
2679,P,F,0.615,0.47,0.155,1.084,0.5885,0.209,0.246
2680,N,M,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725
2681,P,M,0.62,0.49,0.155,1.1,0.505,0.2475,0.31
2682,N,M,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305
2683,N,M,0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345
2684,P,F,0.625,0.49,0.155,1.115,0.484,0.277,0.3095
2685,N,M,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327
2686,N,M,0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37
2687,N,M,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375
2688,P,M,0.63,0.465,0.15,1.027,0.537,0.188,0.176
2689,P,M,0.645,0.515,0.16,1.1845,0.506,0.311,0.335
2690,P,M,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285
2691,P,F,0.645,0.52,0.18,1.285,0.5775,0.352,0.317
2692,P,M,0.65,0.515,0.125,1.1805,0.5235,0.283,0.3275
2693,P,M,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336
2694,N,F,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344
2695,P,M,0.65,0.51,0.155,1.407,0.7215,0.298,0.335
2696,P,F,0.65,0.49,0.155,1.122,0.545,0.228,0.3055
2697,N,M,0.66,0.515,0.165,1.4465,0.694,0.298,0.3755
2698,P,F,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36
2699,N,M,0.67,0.5,0.2,1.269,0.576,0.2985,0.351
2700,N,M,0.67,0.51,0.18,1.68,0.926,0.2975,0.3935
2701,N,F,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412
2702,N,M,0.68,0.52,0.165,1.4775,0.724,0.279,0.406
2703,N,M,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025
2704,N,M,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47
2705,N,M,0.7,0.55,0.2,1.523,0.693,0.306,0.4405
2706,N,F,0.725,0.53,0.19,1.7315,0.83,0.398,0.405
2707,P,M,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085
2708,N,M,0.735,0.57,0.175,1.88,0.9095,0.387,0.488
2709,N,F,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471
2710,N,M,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285
2711,P,I,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105
2712,P,I,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105
2713,P,I,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02
2714,P,I,0.29,0.215,0.065,0.0985,0.0425,0.021,0.031
2715,P,I,0.335,0.25,0.08,0.167,0.0675,0.0325,0.0575
2716,P,I,0.34,0.245,0.085,0.2015,0.1005,0.038,0.053
2717,P,I,0.345,0.255,0.095,0.183,0.075,0.0385,0.06
2718,P,I,0.355,0.255,0.08,0.187,0.078,0.0505,0.058
2719,P,I,0.36,0.26,0.08,0.1795,0.074,0.0315,0.06
2720,P,I,0.37,0.275,0.09,0.2065,0.096,0.0395,0.058
2721,P,I,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825
2722,P,I,0.375,0.275,0.095,0.2295,0.095,0.0545,0.066
2723,P,I,0.385,0.3,0.125,0.343,0.1705,0.0735,0.081
2724,P,I,0.385,0.285,0.085,0.244,0.1215,0.0445,0.068
2725,P,I,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09
2726,P,I,0.4,0.305,0.1,0.3415,0.176,0.0625,0.0865
2727,P,I,0.405,0.305,0.1,0.271,0.0965,0.061,0.091
2728,P,I,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995
2729,P,I,0.405,0.305,0.1,0.268,0.1145,0.053,0.085
2730,P,I,0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765
2731,P,I,0.41,0.315,0.1,0.3,0.124,0.0575,0.1
2732,P,I,0.41,0.325,0.11,0.326,0.1325,0.075,0.101
2733,P,I,0.415,0.335,0.1,0.358,0.169,0.067,0.105
2734,P,I,0.42,0.325,0.115,0.314,0.1295,0.0635,0.1
2735,P,I,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015
2736,P,I,0.43,0.34,0.11,0.3645,0.159,0.0855,0.105
2737,P,I,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14
2738,P,M,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155
2739,P,I,0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185
2740,P,I,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315
2741,P,I,0.46,0.35,0.1,0.471,0.252,0.077,0.123
2742,P,I,0.46,0.345,0.105,0.415,0.187,0.087,0.11
2743,P,I,0.475,0.355,0.115,0.5195,0.279,0.088,0.1325
2744,N,M,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172
2745,P,I,0.485,0.38,0.125,0.5215,0.2215,0.118,0.16
2746,P,I,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305
2747,N,I,0.49,0.365,0.125,0.5585,0.252,0.126,0.1615
2748,P,I,0.505,0.385,0.125,0.596,0.245,0.097,0.21
2749,P,I,0.505,0.38,0.135,0.5385,0.2645,0.095,0.165
2750,P,I,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805
2751,P,F,0.515,0.395,0.135,0.516,0.2015,0.132,0.162
2752,P,M,0.515,0.41,0.14,0.7355,0.3065,0.137,0.2
2753,P,I,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615
2754,P,I,0.525,0.385,0.13,0.607,0.2355,0.125,0.195
2755,N,F,0.525,0.415,0.15,0.7055,0.329,0.147,0.199
2756,P,I,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2
2757,P,I,0.525,0.375,0.12,0.6315,0.3045,0.114,0.19
2758,N,M,0.535,0.43,0.155,0.7845,0.3285,0.169,0.245
2759,P,F,0.545,0.44,0.15,0.9475,0.366,0.239,0.275
2760,N,I,0.55,0.43,0.145,0.712,0.3025,0.152,0.225
2761,N,I,0.55,0.425,0.145,0.89,0.4325,0.171,0.236
2762,P,I,0.55,0.42,0.155,0.912,0.495,0.1805,0.205
2763,N,I,0.55,0.425,0.135,0.656,0.257,0.17,0.203
2764,P,I,0.55,0.465,0.15,0.936,0.481,0.174,0.2435
2765,N,I,0.555,0.435,0.145,0.6975,0.262,0.1575,0.24
2766,P,F,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785
2767,N,I,0.56,0.44,0.14,0.825,0.402,0.139,0.245
2768,N,I,0.56,0.435,0.135,0.72,0.329,0.103,0.251
2769,N,I,0.565,0.43,0.15,0.8215,0.332,0.1685,0.29
2770,N,F,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265
2771,P,F,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23
2772,N,M,0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265
2773,N,F,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25
2774,P,F,0.58,0.425,0.15,0.844,0.3645,0.185,0.2705
2775,N,I,0.585,0.46,0.145,0.8465,0.339,0.167,0.295
2776,N,M,0.585,0.465,0.165,0.885,0.4025,0.1625,0.274
2777,P,I,0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22
2778,P,F,0.585,0.455,0.13,0.8755,0.411,0.2065,0.225
2779,P,M,0.59,0.47,0.145,0.9235,0.4545,0.173,0.254
2780,N,M,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275
2781,N,M,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278
2782,P,M,0.6,0.48,0.09,1.05,0.457,0.2685,0.28
2783,N,M,0.6,0.495,0.185,1.1145,0.5055,0.2635,0.367
2784,P,M,0.6,0.45,0.145,0.877,0.4325,0.155,0.24
2785,P,M,0.6,0.51,0.185,1.285,0.6095,0.2745,0.315
2786,N,M,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29
2787,N,F,0.61,0.45,0.13,0.8725,0.389,0.1715,0.272
2788,N,F,0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745
2789,P,F,0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307
2790,N,F,0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324
2791,N,M,0.625,0.5,0.14,1.096,0.5445,0.2165,0.295
2792,N,M,0.625,0.49,0.165,1.205,0.5175,0.3105,0.3465
2793,N,M,0.63,0.505,0.175,1.221,0.555,0.252,0.34
2794,N,F,0.63,0.475,0.155,1.0005,0.452,0.252,0.265
2795,N,M,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115
2796,N,M,0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465
2797,N,M,0.64,0.505,0.155,1.1955,0.5565,0.211,0.346
2798,N,M,0.64,0.485,0.15,1.098,0.5195,0.222,0.3175
2799,N,M,0.64,0.495,0.17,1.139,0.5395,0.282,0.285
2800,N,F,0.64,0.495,0.17,1.2265,0.49,0.377,0.2875
2801,N,M,0.64,0.515,0.08,1.042,0.515,0.1755,0.175
2802,P,M,0.65,0.52,0.155,1.368,0.6185,0.288,0.365
2803,N,M,0.65,0.51,0.175,1.446,0.6485,0.2705,0.45
2804,P,F,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745
2805,N,F,0.66,0.525,0.2,1.463,0.6525,0.2995,0.422
2806,P,F,0.675,0.525,0.17,1.711,0.8365,0.352,0.475
2807,N,M,0.7,0.54,0.205,1.74,0.7885,0.373,0.4865
2808,P,F,0.705,0.54,0.205,1.757,0.8265,0.417,0.461
2809,N,M,0.71,0.565,0.2,1.601,0.706,0.321,0.45
2810,N,M,0.72,0.55,0.205,2.165,1.1055,0.525,0.404
2811,P,M,0.725,0.57,0.19,2.3305,1.253,0.541,0.52
2812,P,I,0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155
2813,P,I,0.255,0.195,0.055,0.0725,0.0285,0.017,0.021
2814,P,I,0.275,0.2,0.055,0.0925,0.038,0.021,0.026
2815,P,I,0.32,0.235,0.09,0.183,0.098,0.0335,0.042
2816,P,I,0.325,0.24,0.075,0.1525,0.072,0.0645,0.043
2817,P,I,0.33,0.225,0.075,0.187,0.0945,0.0395,0.0425
2818,P,I,0.36,0.27,0.09,0.232,0.12,0.0435,0.056
2819,P,I,0.375,0.265,0.095,0.196,0.085,0.042,0.0585
2820,P,I,0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675
2821,P,I,0.39,0.29,0.09,0.2625,0.117,0.054,0.077
2822,P,I,0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095
2823,P,I,0.455,0.35,0.105,0.4445,0.213,0.107,0.1115
2824,P,I,0.46,0.365,0.115,0.511,0.2365,0.118,0.123
2825,P,I,0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405
2826,P,M,0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535
2827,P,I,0.5,0.375,0.12,0.529,0.2235,0.123,0.16
2828,P,M,0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985
2829,P,I,0.52,0.395,0.145,0.77,0.424,0.142,0.1895
2830,P,F,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815
2831,P,M,0.535,0.405,0.14,0.818,0.402,0.1715,0.189
2832,P,F,0.54,0.42,0.14,0.8035,0.38,0.1805,0.21
2833,P,F,0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035
2834,P,F,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965
2835,P,M,0.57,0.42,0.14,0.8745,0.416,0.165,0.25
2836,P,M,0.58,0.445,0.16,0.984,0.49,0.201,0.27
2837,P,F,0.58,0.445,0.135,0.95,0.484,0.182,0.2325
2838,P,M,0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595
2839,N,F,0.59,0.455,0.15,0.976,0.465,0.2055,0.2765
2840,P,M,0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31
2841,P,M,0.595,0.435,0.16,1.057,0.4255,0.224,0.31
2842,P,M,0.6,0.475,0.175,1.11,0.5105,0.256,0.285
2843,N,M,0.6,0.45,0.16,1.142,0.539,0.225,0.307
2844,N,M,0.605,0.475,0.19,1.1255,0.59,0.247,0.26
2845,N,F,0.62,0.48,0.17,1.1045,0.535,0.25,0.287
2846,N,M,0.625,0.475,0.175,1.3405,0.656,0.283,0.337
2847,P,M,0.625,0.5,0.13,1.082,0.5785,0.2045,0.25
2848,P,F,0.625,0.485,0.16,1.254,0.591,0.259,0.3485
2849,N,M,0.63,0.49,0.165,1.2005,0.575,0.273,0.294
2850,N,M,0.63,0.485,0.16,1.243,0.623,0.275,0.3
2851,N,F,0.635,0.51,0.185,1.286,0.526,0.295,0.4105
2852,P,F,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299
2853,P,F,0.645,0.49,0.16,1.144,0.5015,0.289,0.319
2854,N,F,0.65,0.525,0.19,1.385,0.8875,0.3095,0.405
2855,N,F,0.655,0.515,0.155,1.309,0.524,0.346,0.385
2856,N,F,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331
2857,N,M,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371
2858,N,M,0.695,0.54,0.195,1.691,0.768,0.363,0.4755
2859,N,F,0.72,0.565,0.18,1.719,0.8465,0.407,0.3875
2860,N,F,0.72,0.55,0.18,1.52,0.637,0.325,0.435
2861,N,F,0.72,0.565,0.17,1.613,0.723,0.3255,0.4945
2862,N,M,0.735,0.57,0.21,2.2355,1.1705,0.463,0.5315
2863,N,M,0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505
2864,P,I,0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038
2865,P,I,0.315,0.235,0.075,0.1285,0.051,0.028,0.0405
2866,P,I,0.32,0.205,0.08,0.181,0.088,0.034,0.0495
2867,P,I,0.325,0.25,0.075,0.1585,0.075,0.0305,0.0455
2868,P,I,0.335,0.26,0.09,0.1965,0.0875,0.041,0.056
2869,P,I,0.37,0.28,0.085,0.198,0.0805,0.0455,0.058
2870,P,I,0.37,0.27,0.09,0.1855,0.07,0.0425,0.065
2871,P,I,0.375,0.28,0.085,0.2145,0.0855,0.0485,0.072
2872,P,I,0.4,0.315,0.09,0.3245,0.151,0.073,0.088
2873,P,I,0.41,0.305,0.095,0.2625,0.1,0.0515,0.09
2874,P,I,0.425,0.34,0.1,0.371,0.15,0.0865,0.115
2875,P,I,0.435,0.335,0.095,0.298,0.109,0.058,0.115
2876,P,I,0.445,0.31,0.09,0.336,0.1555,0.09,0.0855
2877,P,I,0.46,0.36,0.14,0.447,0.161,0.087,0.16
2878,P,F,0.465,0.35,0.11,0.4085,0.165,0.102,0.131
2879,P,I,0.47,0.385,0.13,0.587,0.264,0.117,0.174
2880,P,I,0.475,0.375,0.11,0.494,0.211,0.109,0.1545
2881,P,I,0.495,0.375,0.12,0.614,0.2855,0.1365,0.161
2882,P,I,0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755
2883,P,I,0.5,0.37,0.12,0.5445,0.249,0.1065,0.152
2884,P,I,0.505,0.425,0.125,0.6115,0.245,0.1375,0.2
2885,P,I,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17
2886,P,M,0.505,0.365,0.115,0.521,0.25,0.096,0.15
2887,P,I,0.51,0.4,0.145,0.5775,0.231,0.143,0.177
2888,P,I,0.51,0.4,0.125,0.5935,0.239,0.13,0.204
2889,P,I,0.52,0.4,0.11,0.597,0.2935,0.1155,0.16
2890,P,M,0.52,0.465,0.15,0.9505,0.456,0.199,0.255
2891,P,I,0.53,0.38,0.125,0.616,0.292,0.113,0.185
2892,N,M,0.53,0.405,0.15,0.8315,0.352,0.187,0.2525
2893,P,F,0.535,0.445,0.125,0.8725,0.417,0.199,0.24
2894,N,I,0.54,0.425,0.13,0.8155,0.3675,0.1365,0.246
2895,N,I,0.54,0.415,0.11,0.619,0.2755,0.15,0.1765
2896,P,I,0.545,0.43,0.13,0.7595,0.358,0.153,0.2055
2897,N,I,0.545,0.43,0.15,0.742,0.3525,0.158,0.208
2898,P,I,0.55,0.435,0.165,0.804,0.34,0.194,0.244
2899,P,I,0.55,0.425,0.13,0.664,0.2695,0.163,0.21
2900,P,F,0.55,0.435,0.14,0.745,0.347,0.174,0.2265
2901,P,I,0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175
2902,P,I,0.56,0.435,0.13,0.777,0.354,0.173,0.222
2903,P,F,0.575,0.425,0.15,0.8765,0.455,0.18,0.228
2904,P,I,0.575,0.455,0.16,0.9895,0.495,0.195,0.246
2905,P,M,0.575,0.45,0.165,0.9655,0.498,0.19,0.23
2906,P,M,0.58,0.465,0.15,0.9065,0.371,0.1965,0.29
2907,N,M,0.58,0.46,0.15,1.049,0.5205,0.1935,0.305
2908,P,F,0.58,0.45,0.17,0.9705,0.4615,0.232,0.248
2909,P,F,0.58,0.45,0.15,0.92,0.393,0.212,0.2895
2910,N,M,0.58,0.445,0.15,0.9525,0.4315,0.1945,0.287
2911,N,F,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195
2912,P,I,0.585,0.45,0.135,0.855,0.3795,0.187,0.26
2913,P,M,0.59,0.5,0.15,1.142,0.485,0.265,0.345
2914,P,I,0.59,0.46,0.125,0.755,0.334,0.15,0.238
2915,N,I,0.59,0.475,0.145,0.9745,0.4675,0.207,0.259
2916,N,M,0.595,0.47,0.155,1.2015,0.492,0.3865,0.265
2917,N,M,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265
2918,P,I,0.6,0.445,0.135,0.9205,0.445,0.2035,0.253
2919,N,F,0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135
2920,N,M,0.6,0.45,0.195,1.34,0.617,0.3255,0.3605
2921,P,F,0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775
2922,N,M,0.6,0.465,0.165,1.0475,0.465,0.2345,0.315
2923,N,F,0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335
2924,P,M,0.605,0.49,0.18,1.167,0.457,0.29,0.3745
2925,N,I,0.605,0.48,0.155,0.9995,0.425,0.1985,0.3
2926,N,I,0.61,0.425,0.155,1.0485,0.507,0.1955,0.274
2927,N,F,0.61,0.47,0.195,1.2735,0.469,0.3315,0.398
2928,N,M,0.61,0.48,0.14,1.0625,0.516,0.225,0.2915
2929,N,I,0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915
2930,N,F,0.615,0.475,0.175,1.194,0.559,0.259,0.3165
2931,P,F,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29
2932,N,M,0.615,0.455,0.15,0.9335,0.382,0.247,0.2615
2933,N,F,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185
2934,P,F,0.62,0.475,0.15,0.9545,0.455,0.1865,0.277
2935,N,M,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745
2936,N,M,0.625,0.495,0.175,1.2075,0.531,0.281,0.3525
2937,N,M,0.625,0.515,0.165,1.217,0.667,0.2065,0.3115
2938,N,F,0.625,0.5,0.16,1.217,0.5725,0.207,0.355
2939,N,F,0.625,0.49,0.145,0.92,0.437,0.1735,0.28
2940,N,M,0.625,0.49,0.12,0.8765,0.456,0.18,0.233
2941,N,F,0.63,0.48,0.165,1.2615,0.5505,0.277,0.3885
2942,P,M,0.63,0.53,0.18,1.2795,0.618,0.256,0.315
2943,N,F,0.63,0.485,0.185,1.167,0.548,0.2485,0.34
2944,P,M,0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348
2945,N,F,0.635,0.485,0.19,1.3765,0.634,0.2885,0.406
2946,N,M,0.635,0.52,0.175,1.292,0.6,0.269,0.367
2947,N,M,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355
2948,P,F,0.635,0.5,0.19,1.29,0.593,0.3045,0.352
