,spore-print-color_cat,veil-color_cat,cap-color_cat,stalk-surface-below-ring_cat,ring-type_cat,veil-type_cat,stalk-shape_cat,bruises%3F_cat,cap-surface_cat,ring-number_cat,gill-attachment_cat,gill-spacing_cat
4876,n,w,e,s,p,p,t,t,f,o,f,c
4877,h,w,y,k,l,p,e,f,y,o,f,c
4878,h,w,y,k,l,p,e,f,f,o,f,c
4879,h,w,g,k,l,p,e,f,f,o,f,c
4880,h,w,y,k,l,p,e,f,y,o,f,c
4881,h,w,g,k,l,p,e,f,y,o,f,c
4882,r,w,w,s,p,p,e,t,y,t,f,c
4883,h,w,y,k,l,p,e,f,f,o,f,c
4884,w,w,n,s,e,p,t,f,y,o,f,c
4885,h,w,g,k,l,p,e,f,f,o,f,c
4886,h,w,y,k,l,p,e,f,y,o,f,c
4887,h,w,y,k,l,p,e,f,y,o,f,c
4888,w,w,p,s,e,p,e,t,y,t,f,c
4889,h,w,w,s,p,p,t,t,s,o,f,c
4890,h,w,g,k,l,p,e,f,y,o,f,c
4891,h,w,g,k,l,p,e,f,y,o,f,c
4892,h,w,y,k,l,p,e,f,f,o,f,c
4893,h,w,b,s,p,p,t,t,s,o,f,c
4894,k,w,g,s,p,p,e,f,f,o,f,c
4895,h,w,y,k,l,p,e,f,f,o,f,c
4896,h,w,g,k,l,p,e,f,y,o,f,c
4897,h,w,y,k,l,p,e,f,y,o,f,c
4898,h,w,r,f,f,p,e,f,y,o,f,c
4899,h,w,w,f,f,p,e,f,y,o,f,c
4900,h,w,y,k,l,p,e,f,f,o,f,c
4901,h,w,y,k,l,p,e,f,y,o,f,c
4902,h,w,y,k,l,p,e,f,y,o,f,c
4903,w,w,e,k,e,p,t,f,y,o,f,c
4904,w,w,e,k,e,p,t,f,y,o,f,c
4905,h,w,g,k,l,p,e,f,y,o,f,c
4906,h,w,y,k,l,p,e,f,y,o,f,c
4907,h,w,g,k,l,p,e,f,f,o,f,c
4908,h,w,g,k,l,p,e,f,y,o,f,c
4909,h,w,y,k,l,p,e,f,y,o,f,c
4910,h,w,y,k,l,p,e,f,f,o,f,c
4911,w,w,e,s,e,p,e,t,s,t,f,c
4912,h,w,y,k,l,p,e,f,f,o,f,c
4913,h,w,y,k,l,p,e,f,y,o,f,c
4914,h,w,g,s,p,p,t,t,s,o,f,c
4915,h,w,y,k,l,p,e,f,f,o,f,c
4916,h,w,y,k,l,p,e,f,y,o,f,c
4917,h,w,y,k,l,p,e,f,f,o,f,c
4918,h,w,g,f,p,p,t,t,s,o,f,c
4919,h,w,g,k,l,p,e,f,y,o,f,c
4920,h,w,g,k,l,p,e,f,f,o,f,c
4921,k,w,w,s,p,p,e,f,s,o,f,c
4922,h,w,g,k,l,p,e,f,y,o,f,c
4923,n,w,e,s,p,p,t,t,y,o,f,c
4924,h,w,y,k,l,p,e,f,f,o,f,c
4925,h,w,y,k,l,p,e,f,y,o,f,c
4926,w,w,b,s,e,p,e,t,s,t,f,c
4927,h,w,y,k,l,p,e,f,f,o,f,c
4928,h,w,y,k,l,p,e,f,f,o,f,c
4929,h,w,y,k,l,p,e,f,y,o,f,c
4930,w,w,n,f,e,p,e,f,f,o,f,w
4931,w,w,e,s,e,p,e,t,y,t,f,c
4932,h,w,g,k,l,p,e,f,y,o,f,c
4933,h,w,y,k,l,p,e,f,f,o,f,c
4934,h,w,g,f,p,p,t,t,s,o,f,c
4935,h,w,y,k,l,p,e,f,y,o,f,c
4936,h,w,g,k,l,p,e,f,y,o,f,c
4937,h,w,g,k,l,p,e,f,y,o,f,c
4938,w,w,n,k,e,p,t,f,y,o,f,c
4939,w,w,b,s,e,p,e,t,s,t,f,c
4940,h,w,y,k,l,p,e,f,f,o,f,c
4941,h,w,g,k,l,p,e,f,f,o,f,c
4942,h,w,g,k,l,p,e,f,y,o,f,c
4943,h,w,y,k,l,p,e,f,f,o,f,c
4944,h,w,y,k,l,p,e,f,y,o,f,c
4945,w,w,p,s,e,p,e,t,s,t,f,c
4946,w,w,n,y,e,p,e,f,y,o,f,c
4947,h,w,g,k,l,p,e,f,y,o,f,c
4948,h,w,y,k,l,p,e,f,f,o,f,c
4949,h,w,g,k,l,p,e,f,y,o,f,c
4950,h,w,b,f,p,p,t,t,s,o,f,c
4951,w,w,b,s,e,p,e,t,s,t,f,c
4952,h,w,w,f,p,p,t,t,s,o,f,c
4953,h,w,g,k,l,p,e,f,y,o,f,c
4954,h,w,y,k,l,p,e,f,f,o,f,c
4955,h,w,g,k,l,p,e,f,y,o,f,c
4956,h,w,y,k,l,p,e,f,y,o,f,c
4957,h,w,y,k,l,p,e,f,f,o,f,c
4958,h,w,b,s,p,p,t,t,s,o,f,c
4959,h,w,g,k,l,p,e,f,f,o,f,c
4960,h,w,g,k,l,p,e,f,y,o,f,c
4961,h,w,y,k,l,p,e,f,f,o,f,c
4962,h,w,y,k,l,p,e,f,y,o,f,c
4963,h,w,g,f,p,p,t,t,s,o,f,c
4964,w,w,b,s,e,p,e,t,s,t,f,c
4965,w,w,p,s,e,p,e,t,s,t,f,c
4966,w,w,n,s,e,p,e,t,s,t,f,c
4967,r,w,p,s,p,p,e,t,y,t,f,c
4968,h,w,g,k,l,p,e,f,y,o,f,c
4969,h,w,y,k,l,p,e,f,y,o,f,c
4970,h,w,g,k,l,p,e,f,f,o,f,c
4971,h,w,g,k,l,p,e,f,f,o,f,c
4972,h,w,y,k,l,p,e,f,f,o,f,c
4973,h,w,g,k,l,p,e,f,f,o,f,c
4974,h,w,g,k,l,p,e,f,y,o,f,c
4975,h,w,y,k,l,p,e,f,y,o,f,c
4976,h,w,y,k,l,p,e,f,f,o,f,c
4977,h,w,y,k,l,p,e,f,y,o,f,c
4978,h,w,y,k,l,p,e,f,y,o,f,c
4979,h,w,y,k,l,p,e,f,y,o,f,c
4980,h,w,g,k,l,p,e,f,y,o,f,c
4981,h,w,g,k,l,p,e,f,f,o,f,c
4982,h,w,y,k,l,p,e,f,y,o,f,c
4983,h,w,y,k,l,p,e,f,y,o,f,c
4984,h,w,u,f,f,p,e,f,y,o,f,c
4985,h,w,g,k,l,p,e,f,f,o,f,c
4986,w,w,n,s,e,p,t,f,y,o,f,c
4987,h,w,y,k,l,p,e,f,y,o,f,c
4988,h,w,y,k,l,p,e,f,y,o,f,c
4989,h,w,g,k,l,p,e,f,y,o,f,c
4990,h,w,y,k,l,p,e,f,f,o,f,c
4991,h,w,y,k,l,p,e,f,f,o,f,c
4992,h,w,g,k,l,p,e,f,y,o,f,c
4993,w,w,b,s,e,p,e,t,s,t,f,c
4994,h,w,g,k,l,p,e,f,f,o,f,c
4995,h,w,y,k,l,p,e,f,y,o,f,c
4996,w,w,n,s,e,p,e,t,s,t,f,c
4997,h,w,g,k,l,p,e,f,f,o,f,c
4998,h,w,g,k,l,p,e,f,y,o,f,c
4999,w,w,n,k,e,p,t,f,y,o,f,c
5000,h,w,y,k,l,p,e,f,f,o,f,c
5001,w,w,n,y,e,p,e,f,y,o,f,c
5002,r,w,b,s,p,p,e,t,s,t,f,c
5003,h,w,y,k,l,p,e,f,f,o,f,c
5004,h,w,g,k,l,p,e,f,y,o,f,c
5005,h,w,u,f,f,p,e,f,y,o,f,c
5006,h,w,y,k,l,p,e,f,f,o,f,c
5007,h,w,y,k,l,p,e,f,y,o,f,c
5008,h,w,y,k,l,p,e,f,f,o,f,c
5009,h,w,y,k,l,p,e,f,y,o,f,c
5010,w,w,e,s,e,p,e,t,y,t,f,c
5011,h,w,g,k,l,p,e,f,f,o,f,c
5012,h,w,y,k,l,p,e,f,y,o,f,c
5013,h,w,y,k,l,p,e,f,y,o,f,c
5014,h,w,g,k,l,p,e,f,y,o,f,c
5015,w,w,b,s,e,p,e,t,s,t,f,c
5016,h,w,y,k,l,p,e,f,y,o,f,c
5017,h,w,g,k,l,p,e,f,y,o,f,c
5018,h,w,y,k,l,p,e,f,f,o,f,c
5019,h,w,y,k,l,p,e,f,f,o,f,c
5020,h,w,w,f,p,p,t,t,s,o,f,c
5021,n,w,g,s,p,p,e,f,s,o,f,c
5022,h,w,y,k,l,p,e,f,y,o,f,c
5023,h,w,u,f,f,p,e,f,y,o,f,c
5024,h,w,y,k,l,p,e,f,f,o,f,c
5025,h,w,g,k,l,p,e,f,y,o,f,c
5026,h,w,y,k,l,p,e,f,f,o,f,c
5027,h,w,y,k,l,p,e,f,f,o,f,c
5028,h,w,g,s,p,p,t,t,s,o,f,c
5029,h,w,g,k,l,p,e,f,y,o,f,c
5030,h,w,y,k,l,p,e,f,f,o,f,c
5031,h,w,y,k,l,p,e,f,f,o,f,c
5032,h,w,g,k,l,p,e,f,y,o,f,c
5033,h,w,g,k,l,p,e,f,y,o,f,c
5034,h,w,g,k,l,p,e,f,y,o,f,c
5035,h,w,g,k,l,p,e,f,f,o,f,c
5036,h,w,y,k,l,p,e,f,y,o,f,c
5037,h,w,g,k,l,p,e,f,f,o,f,c
5038,h,w,y,k,l,p,e,f,f,o,f,c
5039,h,w,g,k,l,p,e,f,y,o,f,c
5040,h,w,y,k,l,p,e,f,f,o,f,c
5041,w,w,n,k,e,p,t,f,y,o,f,c
5042,h,w,y,k,l,p,e,f,f,o,f,c
5043,h,w,y,k,l,p,e,f,y,o,f,c
5044,h,w,b,s,p,p,t,t,s,o,f,c
5045,h,w,g,k,l,p,e,f,f,o,f,c
5046,h,w,y,k,l,p,e,f,y,o,f,c
5047,h,w,y,k,l,p,e,f,f,o,f,c
5048,h,w,g,k,l,p,e,f,f,o,f,c
5049,h,w,y,k,l,p,e,f,y,o,f,c
5050,h,w,g,k,l,p,e,f,y,o,f,c
5051,w,w,e,k,e,p,t,f,y,o,f,c
5052,w,w,b,s,e,p,e,t,y,t,f,c
5053,w,w,b,s,e,p,e,t,y,t,f,c
5054,h,w,g,k,l,p,e,f,y,o,f,c
5055,h,w,y,k,l,p,e,f,f,o,f,c
5056,h,w,g,k,l,p,e,f,y,o,f,c
5057,h,w,g,k,l,p,e,f,y,o,f,c
5058,h,w,b,f,p,p,t,t,s,o,f,c
5059,h,w,y,k,l,p,e,f,y,o,f,c
5060,h,w,w,f,p,p,t,t,s,o,f,c
5061,h,w,y,k,l,p,e,f,f,o,f,c
5062,h,w,g,k,l,p,e,f,y,o,f,c
5063,h,w,w,f,p,p,t,t,s,o,f,c
5064,h,w,b,f,p,p,t,t,s,o,f,c
5065,h,w,w,s,p,p,t,t,s,o,f,c
5066,h,w,y,k,l,p,e,f,f,o,f,c
5067,h,w,g,k,l,p,e,f,y,o,f,c
5068,h,w,y,k,l,p,e,f,f,o,f,c
5069,h,w,g,k,l,p,e,f,f,o,f,c
5070,h,w,w,f,f,p,e,f,y,o,f,c
5071,w,w,e,s,e,p,e,t,s,t,f,c
5072,h,w,g,k,l,p,e,f,y,o,f,c
5073,h,w,g,k,l,p,e,f,f,o,f,c
5074,w,w,n,s,e,p,t,f,y,o,f,c
5075,h,w,g,k,l,p,e,f,y,o,f,c
5076,h,w,g,k,l,p,e,f,f,o,f,c
5077,h,w,y,k,l,p,e,f,f,o,f,c
5078,h,w,y,k,l,p,e,f,f,o,f,c
5079,n,w,e,s,p,p,t,t,f,o,f,c
5080,h,w,y,k,l,p,e,f,y,o,f,c
5081,h,w,y,k,l,p,e,f,y,o,f,c
5082,h,w,g,k,l,p,e,f,f,o,f,c
5083,h,w,y,k,l,p,e,f,y,o,f,c
5084,h,w,y,k,l,p,e,f,f,o,f,c
5085,w,w,y,y,e,p,e,f,f,o,f,c
5086,h,w,y,k,l,p,e,f,f,o,f,c
5087,w,w,c,s,e,p,e,f,f,o,f,w
5088,h,w,g,k,l,p,e,f,f,o,f,c
5089,h,w,y,k,l,p,e,f,y,o,f,c
5090,h,w,g,k,l,p,e,f,y,o,f,c
5091,h,w,g,k,l,p,e,f,y,o,f,c
5092,h,w,y,k,l,p,e,f,f,o,f,c
5093,h,w,y,k,l,p,e,f,y,o,f,c
5094,h,w,y,k,l,p,e,f,f,o,f,c
5095,h,w,y,k,l,p,e,f,f,o,f,c
5096,h,w,y,k,l,p,e,f,y,o,f,c
5097,r,w,p,s,p,p,e,t,y,t,f,c
5098,w,w,p,s,e,p,e,t,y,t,f,c
5099,h,w,y,k,l,p,e,f,y,o,f,c
5100,h,w,y,k,l,p,e,f,f,o,f,c
5101,w,w,b,s,e,p,e,t,y,t,f,c
5102,h,w,y,k,l,p,e,f,y,o,f,c
5103,h,w,w,s,p,p,t,t,s,o,f,c
5104,w,w,n,k,e,p,t,f,y,o,f,c
5105,w,w,n,k,e,p,t,f,y,o,f,c
5106,w,w,e,k,e,p,t,f,y,o,f,c
5107,w,w,w,s,p,p,e,t,g,o,f,w
5108,h,w,g,s,p,p,t,t,s,o,f,c
5109,w,w,c,s,e,p,e,f,y,o,f,w
5110,h,w,g,k,l,p,e,f,y,o,f,c
5111,h,w,y,k,l,p,e,f,y,o,f,c
5112,h,w,y,k,l,p,e,f,y,o,f,c
5113,w,w,p,s,e,p,e,t,y,t,f,c
5114,h,w,b,s,p,p,t,t,s,o,f,c
5115,h,w,g,f,p,p,t,t,s,o,f,c
5116,w,w,e,s,e,p,t,f,y,o,f,c
5117,w,w,c,f,e,p,e,f,y,o,f,w
5118,h,w,w,f,p,p,t,t,s,o,f,c
5119,h,w,w,f,p,p,t,t,s,o,f,c
5120,h,w,b,f,p,p,t,t,s,o,f,c
5121,h,w,b,s,p,p,t,t,s,o,f,c
5122,w,w,c,s,e,p,e,f,y,o,f,w
5123,h,w,g,k,l,p,e,f,y,o,f,c
5124,h,w,w,f,p,p,t,t,s,o,f,c
5125,h,w,g,s,p,p,t,t,s,o,f,c
5126,w,w,w,s,p,p,e,t,g,o,f,w
5127,h,w,g,f,p,p,t,t,s,o,f,c
5128,w,w,w,s,p,p,e,t,g,o,f,w
5129,h,w,b,s,p,p,t,t,s,o,f,c
5130,h,w,w,f,p,p,t,t,s,o,f,c
5131,w,w,y,y,e,p,e,f,f,o,f,c
5132,w,w,n,s,e,p,t,f,y,o,f,c
5133,w,w,n,s,e,p,t,f,y,o,f,c
5134,w,w,n,s,e,p,e,t,s,t,f,c
5135,w,w,b,s,e,p,e,t,y,t,f,c
5136,h,w,w,s,p,p,t,t,s,o,f,c
5137,r,w,b,s,p,p,e,t,s,t,f,c
5138,h,w,y,k,l,p,e,f,y,o,f,c
5139,h,w,g,k,l,p,e,f,y,o,f,c
5140,r,w,b,s,p,p,e,t,s,t,f,c
5141,w,w,n,s,e,p,t,f,y,o,f,c
5142,w,w,e,k,e,p,t,f,y,o,f,c
5143,h,w,g,k,l,p,e,f,f,o,f,c
5144,w,w,e,s,e,p,e,t,s,t,f,c
5145,w,w,n,k,e,p,t,f,y,o,f,c
5146,h,w,y,k,l,p,e,f,f,o,f,c
5147,w,w,n,s,e,p,t,f,y,o,f,c
5148,w,w,n,f,e,p,e,f,f,o,f,w
5149,w,w,n,k,e,p,t,f,y,o,f,c
5150,w,w,b,s,e,p,e,t,s,t,f,c
5151,w,w,n,s,e,p,e,t,y,t,f,c
5152,h,w,y,k,l,p,e,f,y,o,f,c
5153,r,w,b,s,p,p,e,t,y,t,f,c
5154,w,w,n,y,e,p,e,f,y,o,f,c
5155,w,w,n,k,e,p,t,f,y,o,f,c
5156,h,w,b,s,p,p,t,t,s,o,f,c
5157,h,w,b,s,p,p,t,t,s,o,f,c
5158,h,w,y,k,l,p,e,f,y,o,f,c
5159,h,w,g,f,p,p,t,t,s,o,f,c
5160,w,w,n,k,e,p,t,f,y,o,f,c
5161,h,w,b,s,p,p,t,t,s,o,f,c
5162,w,w,n,y,e,p,e,f,f,o,f,c
5163,w,w,e,s,e,p,e,t,y,t,f,c
5164,h,w,b,f,p,p,t,t,s,o,f,c
5165,h,w,w,s,p,p,t,t,s,o,f,c
5166,w,w,e,s,e,p,e,t,y,t,f,c
5167,h,w,y,k,l,p,e,f,f,o,f,c
5168,w,w,n,y,e,p,e,f,f,o,f,c
5169,w,w,n,s,e,p,e,t,y,t,f,c
5170,h,w,g,k,l,p,e,f,y,o,f,c
5171,h,w,b,s,p,p,t,t,s,o,f,c
5172,h,w,b,s,p,p,t,t,s,o,f,c
5173,h,w,y,k,l,p,e,f,y,o,f,c
5174,h,w,y,k,l,p,e,f,y,o,f,c
5175,w,w,p,s,e,p,e,t,s,t,f,c
5176,w,w,p,s,e,p,e,t,s,t,f,c
5177,r,w,w,s,p,p,e,t,y,t,f,c
5178,w,w,c,f,e,p,e,f,y,o,f,w
5179,w,w,n,s,e,p,e,t,s,t,f,c
5180,h,w,b,s,p,p,t,t,s,o,f,c
5181,h,w,g,s,p,p,t,t,s,o,f,c
5182,h,w,y,k,l,p,e,f,y,o,f,c
5183,h,w,b,s,p,p,t,t,s,o,f,c
5184,h,w,w,s,p,p,t,t,s,o,f,c
5185,w,w,c,f,e,p,e,f,y,o,f,w
5186,w,w,e,s,e,p,t,f,y,o,f,c
5187,h,w,y,k,l,p,e,f,f,o,f,c
5188,h,w,w,f,f,p,e,f,y,o,f,c
5189,h,w,y,k,l,p,e,f,y,o,f,c
5190,r,w,p,s,p,p,e,t,y,t,f,c
5191,h,w,g,s,p,p,t,t,s,o,f,c
5192,w,w,n,s,e,p,t,f,y,o,f,c
5193,w,w,p,s,e,p,e,t,s,t,f,c
5194,w,w,n,k,e,p,t,f,y,o,f,c
5195,h,w,g,k,l,p,e,f,y,o,f,c
5196,h,w,b,f,p,p,t,t,s,o,f,c
5197,w,w,p,s,e,p,e,t,y,t,f,c
5198,h,w,y,k,l,p,e,f,f,o,f,c
5199,h,w,g,k,l,p,e,f,y,o,f,c
5200,h,w,g,k,l,p,e,f,f,o,f,c
5201,h,w,b,f,p,p,t,t,s,o,f,c
5202,w,w,n,s,e,p,t,f,y,o,f,c
5203,h,w,y,k,l,p,e,f,y,o,f,c
5204,h,w,y,k,l,p,e,f,f,o,f,c
5205,w,w,n,y,e,p,e,f,f,o,f,c
5206,w,w,b,s,e,p,e,t,s,t,f,c
5207,h,w,y,k,l,p,e,f,y,o,f,c
5208,w,w,e,s,e,p,t,f,y,o,f,c
5209,h,w,g,f,p,p,t,t,s,o,f,c
5210,w,w,n,s,e,p,e,t,s,t,f,c
5211,h,w,g,k,l,p,e,f,y,o,f,c
5212,w,w,n,s,e,p,t,f,y,o,f,c
5213,h,w,g,s,p,p,t,t,s,o,f,c
5214,h,w,g,s,p,p,t,t,s,o,f,c
5215,r,w,p,s,p,p,e,t,y,t,f,c
5216,w,w,b,s,e,p,e,t,y,t,f,c
5217,h,w,w,s,p,p,t,t,s,o,f,c
5218,w,w,n,s,e,p,t,f,y,o,f,c
5219,w,w,n,s,e,p,e,t,y,t,f,c
5220,h,w,y,k,l,p,e,f,y,o,f,c
5221,w,w,p,s,e,p,e,t,y,t,f,c
5222,h,w,g,f,p,p,t,t,s,o,f,c
5223,w,w,p,s,e,p,e,t,s,t,f,c
5224,w,w,n,y,e,p,e,f,y,o,f,c
5225,h,w,b,f,p,p,t,t,s,o,f,c
5226,w,w,n,s,e,p,t,f,y,o,f,c
5227,w,w,n,k,e,p,t,f,y,o,f,c
5228,h,w,b,s,p,p,t,t,s,o,f,c
5229,w,w,n,s,e,p,t,f,y,o,f,c
5230,w,w,p,s,e,p,e,t,y,t,f,c
5231,w,w,c,f,e,p,e,f,f,o,f,w
5232,h,w,y,k,l,p,e,f,y,o,f,c
5233,w,w,n,s,e,p,e,t,s,t,f,c
5234,h,w,g,k,l,p,e,f,f,o,f,c
5235,h,w,y,k,l,p,e,f,y,o,f,c
5236,h,w,g,f,p,p,t,t,s,o,f,c
5237,w,w,w,s,p,p,e,t,y,o,f,w
5238,w,w,n,f,e,p,e,f,f,o,f,w
5239,w,w,y,y,e,p,e,f,f,o,f,c
5240,h,w,w,f,p,p,t,t,s,o,f,c
5241,w,w,y,y,e,p,e,f,y,o,f,c
5242,h,w,y,k,l,p,e,f,y,o,f,c
5243,w,w,b,s,e,p,e,t,s,t,f,c
5244,h,w,y,k,l,p,e,f,y,o,f,c
5245,w,w,n,s,e,p,t,f,y,o,f,c
5246,h,w,y,k,l,p,e,f,y,o,f,c
5247,h,w,y,k,l,p,e,f,y,o,f,c
5248,r,w,w,s,p,p,e,t,y,t,f,c
5249,h,w,y,k,l,p,e,f,y,o,f,c
5250,h,w,w,f,p,p,t,t,s,o,f,c
5251,h,w,b,s,p,p,t,t,s,o,f,c
5252,w,w,b,s,e,p,e,t,y,t,f,c
5253,h,w,y,k,l,p,e,f,y,o,f,c
5254,h,w,b,f,p,p,t,t,s,o,f,c
5255,r,w,b,s,p,p,e,t,y,t,f,c
5256,h,w,w,f,p,p,t,t,s,o,f,c
5257,w,w,n,s,e,p,e,t,s,t,f,c
5258,h,w,g,s,p,p,t,t,s,o,f,c
5259,w,w,y,y,e,p,e,f,f,o,f,c
5260,h,w,g,s,p,p,t,t,s,o,f,c
5261,h,w,y,k,l,p,e,f,y,o,f,c
5262,w,w,n,y,e,p,e,f,y,o,f,c
5263,h,w,b,f,p,p,t,t,s,o,f,c
5264,w,w,e,s,e,p,e,t,s,t,f,c
5265,w,w,n,s,e,p,t,f,y,o,f,c
5266,w,w,n,s,e,p,t,f,y,o,f,c
5267,w,w,n,s,e,p,t,f,y,o,f,c
5268,h,w,w,s,p,p,t,t,s,o,f,c
5269,w,w,n,s,e,p,e,t,s,t,f,c
5270,h,w,g,k,l,p,e,f,y,o,f,c
5271,w,w,b,s,e,p,e,t,s,t,f,c
5272,h,w,w,s,p,p,t,t,s,o,f,c
5273,w,w,n,s,e,p,e,f,f,o,f,w
5274,w,w,n,s,e,p,t,f,y,o,f,c
5275,h,w,w,s,p,p,t,t,s,o,f,c
5276,h,w,g,s,p,p,t,t,s,o,f,c
5277,w,w,y,y,e,p,e,f,y,o,f,c
5278,r,w,w,s,p,p,e,t,s,t,f,c
5279,h,w,y,k,l,p,e,f,f,o,f,c
5280,w,w,p,s,e,p,e,t,y,t,f,c
5281,w,w,w,s,p,p,e,t,y,o,f,w
5282,h,w,b,s,p,p,t,t,s,o,f,c
5283,h,w,w,f,f,p,e,f,y,o,f,c
5284,h,w,r,f,f,p,e,f,y,o,f,c
5285,w,w,b,s,e,p,e,t,s,t,f,c
5286,h,w,g,s,p,p,t,t,s,o,f,c
5287,w,w,e,k,e,p,t,f,y,o,f,c
5288,h,w,y,k,l,p,e,f,y,o,f,c
5289,h,w,g,s,p,p,t,t,s,o,f,c
5290,h,w,b,s,p,p,t,t,s,o,f,c
5291,w,w,e,s,e,p,e,t,s,t,f,c
5292,w,w,e,k,e,p,t,f,y,o,f,c
5293,h,w,g,k,l,p,e,f,f,o,f,c
5294,h,w,y,k,l,p,e,f,y,o,f,c
5295,w,w,n,s,e,p,e,t,s,t,f,c
5296,h,w,g,f,p,p,t,t,s,o,f,c
5297,w,w,n,s,e,p,t,f,y,o,f,c
5298,h,w,w,s,p,p,t,t,s,o,f,c
5299,w,w,c,s,e,p,e,f,f,o,f,w
5300,h,w,g,s,p,p,t,t,s,o,f,c
5301,h,w,g,k,l,p,e,f,f,o,f,c
5302,h,w,r,f,f,p,e,f,y,o,f,c
5303,h,w,y,k,l,p,e,f,f,o,f,c
5304,w,w,n,k,e,p,t,f,y,o,f,c
5305,w,w,n,s,e,p,t,f,y,o,f,c
5306,w,w,e,s,e,p,e,t,y,t,f,c
5307,h,w,g,f,p,p,t,t,s,o,f,c
5308,w,w,n,s,e,p,e,t,y,t,f,c
5309,w,w,e,s,e,p,e,t,y,t,f,c
5310,w,w,n,k,e,p,t,f,y,o,f,c
5311,w,w,n,y,e,p,e,f,y,o,f,c
5312,w,w,n,s,e,p,t,f,y,o,f,c
5313,w,w,b,s,e,p,e,t,y,t,f,c
5314,h,w,w,s,p,p,t,t,s,o,f,c
5315,h,w,y,k,l,p,e,f,y,o,f,c
5316,w,w,n,s,e,p,e,t,y,t,f,c
5317,r,w,w,s,p,p,e,t,y,t,f,c
5318,w,w,n,f,e,p,e,f,y,o,f,w
5319,h,w,y,k,l,p,e,f,y,o,f,c
5320,h,w,b,s,p,p,t,t,s,o,f,c
5321,w,w,n,s,e,p,t,f,y,o,f,c
5322,h,w,g,s,p,p,t,t,s,o,f,c
5323,h,w,g,f,p,p,t,t,s,o,f,c
5324,w,w,n,s,e,p,t,f,y,o,f,c
5325,h,w,w,f,f,p,e,f,y,o,f,c
5326,w,w,n,s,e,p,t,f,y,o,f,c
5327,h,w,g,k,l,p,e,f,f,o,f,c
5328,w,w,e,s,e,p,t,f,y,o,f,c
5329,h,w,w,s,p,p,t,t,s,o,f,c
5330,h,w,g,k,l,p,e,f,y,o,f,c
5331,h,w,w,f,p,p,t,t,s,o,f,c
5332,w,w,y,y,e,p,e,f,y,o,f,c
5333,h,w,w,f,p,p,t,t,s,o,f,c
5334,h,w,g,f,p,p,t,t,s,o,f,c
5335,w,w,c,s,e,p,e,f,y,o,f,w
5336,h,w,w,s,p,p,t,t,s,o,f,c
5337,w,w,n,k,e,p,t,f,y,o,f,c
5338,r,w,p,s,p,p,e,t,y,t,f,c
5339,h,w,y,k,l,p,e,f,y,o,f,c
5340,w,w,p,s,e,p,e,t,s,t,f,c
5341,r,w,b,s,p,p,e,t,y,t,f,c
5342,w,w,y,y,e,p,e,f,f,o,f,c
5343,h,w,y,k,l,p,e,f,y,o,f,c
5344,w,w,n,f,e,p,e,f,f,o,f,w
5345,w,w,n,s,e,p,e,f,f,o,f,w
5346,w,w,n,k,e,p,t,f,y,o,f,c
5347,h,w,g,s,p,p,t,t,s,o,f,c
5348,h,w,b,f,p,p,t,t,s,o,f,c
5349,h,w,g,s,p,p,t,t,s,o,f,c
5350,h,w,b,f,p,p,t,t,s,o,f,c
5351,h,w,r,f,f,p,e,f,y,o,f,c
5352,h,w,y,k,l,p,e,f,y,o,f,c
5353,h,w,g,s,p,p,t,t,s,o,f,c
5354,w,w,n,s,e,p,t,f,y,o,f,c
5355,h,w,y,k,l,p,e,f,y,o,f,c
5356,h,w,w,f,p,p,t,t,s,o,f,c
5357,h,w,w,s,p,p,t,t,s,o,f,c
5358,h,w,g,k,l,p,e,f,y,o,f,c
5359,h,w,y,k,l,p,e,f,y,o,f,c
5360,w,w,n,s,e,p,t,f,y,o,f,c
5361,w,w,y,y,e,p,e,f,y,o,f,c
5362,w,w,n,s,e,p,e,t,s,t,f,c
5363,h,w,y,k,l,p,e,f,y,o,f,c
5364,h,w,g,f,p,p,t,t,s,o,f,c
5365,w,w,n,s,e,p,t,f,y,o,f,c
5366,h,w,y,k,l,p,e,f,y,o,f,c
5367,h,w,y,k,l,p,e,f,y,o,f,c
5368,h,w,w,s,p,p,t,t,s,o,f,c
5369,r,w,p,s,p,p,e,t,s,t,f,c
5370,h,w,y,k,l,p,e,f,y,o,f,c
5371,w,w,p,s,e,p,e,t,s,t,f,c
5372,h,w,b,s,p,p,t,t,s,o,f,c
5373,h,w,w,s,p,p,t,t,s,o,f,c
5374,h,w,w,f,p,p,t,t,s,o,f,c
5375,w,w,n,s,e,p,t,f,y,o,f,c
5376,r,w,p,s,p,p,e,t,y,t,f,c
5377,h,w,b,s,p,p,t,t,s,o,f,c
5378,w,w,p,s,e,p,e,t,y,t,f,c
5379,w,w,n,k,e,p,t,f,y,o,f,c
5380,h,w,y,k,l,p,e,f,y,o,f,c
5381,h,w,w,f,p,p,t,t,s,o,f,c
5382,w,w,b,s,e,p,e,t,y,t,f,c
5383,h,w,b,s,p,p,t,t,s,o,f,c
5384,w,w,c,f,e,p,e,f,f,o,f,w
5385,w,w,p,s,e,p,e,t,s,t,f,c
5386,w,w,n,f,e,p,e,f,y,o,f,w
5387,w,w,p,s,e,p,e,t,s,t,f,c
5388,h,w,g,s,p,p,t,t,s,o,f,c
5389,w,w,e,s,e,p,e,t,s,t,f,c
