,spore-print-color_cat,class_cat,population_cat,gill-attachment_cat,stalk-color-above-ring_cat,veil-type_cat,cap-color_cat,stalk-surface-above-ring_cat,gill-color_cat,bruises%3F_cat,stalk-shape_cat,odor_cat
4734,k,e,y,f,w,p,e,s,w,t,t,n
4735,h,p,y,f,b,p,y,k,h,f,e,f
4736,h,p,y,f,p,p,g,k,h,f,e,f
4737,h,p,y,f,p,p,g,k,h,f,e,f
4738,h,p,y,f,p,p,y,k,p,f,e,f
4739,h,p,v,f,n,p,g,k,h,f,e,f
4740,h,p,v,f,p,p,g,k,p,f,e,f
4741,h,p,y,f,n,p,g,k,p,f,e,f
4742,h,p,y,f,p,p,g,k,g,f,e,f
4743,h,p,v,f,b,p,y,k,g,f,e,f
4744,h,p,y,f,p,p,y,k,h,f,e,f
4745,h,p,v,f,n,p,y,k,g,f,e,f
4746,h,p,y,f,b,p,g,k,g,f,e,f
4747,h,p,y,f,p,p,y,k,g,f,e,f
4748,h,p,v,f,b,p,g,k,g,f,e,f
4749,k,p,s,f,w,p,p,s,p,f,e,c
4750,h,p,v,f,p,p,y,k,g,f,e,f
4751,h,p,v,f,n,p,g,k,h,f,e,f
4752,h,p,y,f,b,p,y,k,p,f,e,f
4753,h,p,v,f,p,p,g,k,h,f,e,f
4754,h,p,v,f,n,p,y,k,h,f,e,f
4755,h,p,y,f,b,p,g,k,g,f,e,f
4756,h,p,v,f,p,p,y,k,g,f,e,f
4757,h,p,v,f,b,p,g,k,g,f,e,f
4758,h,p,v,f,p,p,g,k,p,f,e,f
4759,h,p,y,f,p,p,y,k,p,f,e,f
4760,h,p,y,f,p,p,y,k,h,f,e,f
4761,h,p,v,f,p,p,g,k,g,f,e,f
4762,h,p,y,f,b,p,y,k,p,f,e,f
4763,h,p,v,f,b,p,g,k,g,f,e,f
4764,h,p,y,f,b,p,g,k,g,f,e,f
4765,h,p,v,f,n,p,y,k,g,f,e,f
4766,h,p,y,f,n,p,g,k,p,f,e,f
4767,h,p,y,f,p,p,g,k,g,f,e,f
4768,h,p,v,f,b,p,g,k,p,f,e,f
4769,h,p,v,f,n,p,g,k,h,f,e,f
4770,h,p,v,f,n,p,y,k,h,f,e,f
4771,h,p,y,f,p,p,g,k,g,f,e,f
4772,h,p,v,f,n,p,g,k,p,f,e,f
4773,h,p,v,f,n,p,y,k,h,f,e,f
4774,h,p,v,f,p,p,y,k,h,f,e,f
4775,h,p,y,f,n,p,g,k,p,f,e,f
4776,h,p,v,f,b,p,g,k,p,f,e,f
4777,w,e,c,f,w,p,p,s,e,t,e,n
4778,h,p,v,f,n,p,y,k,p,f,e,f
4779,k,p,v,f,w,p,p,s,g,f,e,c
4780,h,p,y,f,p,p,y,k,h,f,e,f
4781,h,p,y,f,b,p,g,k,g,f,e,f
4782,h,p,y,f,n,p,y,k,p,f,e,f
4783,n,e,y,f,p,p,e,s,p,t,t,n
4784,h,p,v,f,b,p,y,k,g,f,e,f
4785,h,p,y,f,b,p,y,k,p,f,e,f
4786,h,p,v,f,n,p,g,k,h,f,e,f
4787,h,p,y,f,b,p,y,k,p,f,e,f
4788,n,e,v,f,p,p,n,s,n,t,t,n
4789,h,p,y,f,b,p,y,k,h,f,e,f
4790,h,p,v,f,p,p,g,k,h,f,e,f
4791,h,p,v,f,p,p,y,k,h,f,e,f
4792,h,p,y,f,p,p,y,k,h,f,e,f
4793,h,p,y,f,n,p,y,k,h,f,e,f
4794,h,p,v,f,p,p,g,k,h,f,e,f
4795,h,p,v,f,b,p,g,k,h,f,e,f
4796,h,p,y,f,b,p,y,k,p,f,e,f
4797,h,p,y,f,n,p,g,k,g,f,e,f
4798,h,p,y,f,n,p,y,k,g,f,e,f
4799,n,e,y,f,w,p,g,s,u,t,t,n
4800,h,p,s,f,w,p,g,f,h,t,t,f
4801,w,p,v,f,p,p,n,s,b,f,t,f
4802,h,p,v,f,w,p,g,s,p,t,t,f
4803,h,p,y,f,b,p,g,k,g,f,e,f
4804,h,p,v,f,p,p,y,k,g,f,e,f
4805,h,p,v,f,b,p,g,k,p,f,e,f
4806,w,e,c,f,w,p,e,s,e,t,e,n
4807,h,p,v,f,n,p,g,k,p,f,e,f
4808,h,p,v,f,n,p,y,k,h,f,e,f
4809,h,p,y,f,b,p,g,k,g,f,e,f
4810,h,p,y,f,p,p,y,k,p,f,e,f
4811,h,p,y,f,n,p,y,k,p,f,e,f
4812,w,e,c,f,e,p,n,s,e,t,e,n
4813,h,p,v,f,p,p,g,k,p,f,e,f
4814,w,p,v,f,w,p,n,k,w,f,e,n
4815,h,p,v,f,b,p,g,k,g,f,e,f
4816,h,p,v,f,n,p,y,k,h,f,e,f
4817,w,p,v,f,w,p,n,s,b,f,t,s
4818,h,p,v,f,p,p,g,k,h,f,e,f
4819,h,p,y,f,b,p,g,k,g,f,e,f
4820,h,p,v,f,w,p,w,f,w,t,t,f
4821,h,p,v,f,b,p,y,k,g,f,e,f
4822,h,p,y,f,p,p,g,k,h,f,e,f
4823,h,p,y,f,n,p,y,k,h,f,e,f
4824,w,e,c,f,e,p,e,s,w,t,e,n
4825,h,p,v,f,n,p,y,k,g,f,e,f
4826,w,p,v,f,w,p,y,k,w,f,e,n
4827,h,p,v,f,n,p,y,k,p,f,e,f
4828,h,p,s,f,w,p,g,f,p,t,t,f
4829,h,p,v,f,p,p,y,k,h,f,e,f
4830,h,p,v,f,p,p,y,k,p,f,e,f
4831,w,e,c,f,w,p,e,s,e,t,e,n
4832,h,p,v,f,b,p,y,k,p,f,e,f
4833,h,p,v,f,p,p,y,k,g,f,e,f
4834,w,e,v,f,w,p,n,f,w,f,e,n
4835,n,p,v,f,w,p,w,s,p,f,e,c
4836,h,p,y,f,b,p,y,k,g,f,e,f
4837,h,p,v,f,n,p,y,k,g,f,e,f
4838,h,p,y,f,b,p,y,k,g,f,e,f
4839,h,p,v,f,n,p,y,k,p,f,e,f
4840,r,p,v,f,w,p,b,s,g,t,e,n
4841,h,p,v,f,w,p,w,f,h,t,t,f
4842,n,e,y,f,w,p,e,s,n,t,t,n
4843,r,p,v,f,w,p,w,s,g,t,e,n
4844,w,e,c,f,e,p,p,s,w,t,e,n
4845,h,p,v,f,w,p,w,f,p,t,t,f
4846,w,e,c,f,w,p,n,s,w,t,e,n
4847,h,p,y,f,n,p,y,k,h,f,e,f
4848,h,p,v,f,w,p,b,f,h,t,t,f
4849,h,p,v,f,n,p,g,k,h,f,e,f
4850,h,p,v,f,b,p,y,k,h,f,e,f
4851,h,p,v,f,n,p,g,k,p,f,e,f
4852,h,p,y,f,n,p,y,k,g,f,e,f
4853,h,p,v,f,p,p,y,k,h,f,e,f
4854,h,p,y,f,p,p,y,k,h,f,e,f
4855,h,p,y,f,b,p,y,k,g,f,e,f
4856,h,p,y,f,b,p,g,k,g,f,e,f
4857,h,p,v,f,n,p,g,k,p,f,e,f
4858,w,e,c,f,e,p,e,s,w,t,e,n
4859,w,e,c,f,e,p,n,s,e,t,e,n
4860,w,e,c,f,e,p,b,s,w,t,e,n
4861,h,p,v,f,b,p,y,k,g,f,e,f
4862,n,e,v,f,p,p,g,s,u,t,t,n
4863,h,p,y,f,n,p,y,k,p,f,e,f
4864,h,p,y,f,p,p,g,k,h,f,e,f
4865,h,p,v,f,w,p,g,f,p,t,t,f
4866,h,p,v,f,p,p,g,k,p,f,e,f
4867,h,p,y,f,p,p,y,k,h,f,e,f
4868,h,p,v,f,n,p,y,k,p,f,e,f
4869,w,p,v,f,w,p,n,k,b,f,t,f
4870,h,p,v,f,b,p,g,k,h,f,e,f
4871,w,e,c,f,w,p,n,s,e,t,e,n
4872,k,e,v,f,g,p,e,s,p,t,t,n
4873,h,p,y,f,p,p,g,k,g,f,e,f
4874,h,p,v,f,p,p,y,k,h,f,e,f
4875,h,p,y,f,n,p,g,k,p,f,e,f
4876,n,e,v,f,p,p,e,s,n,t,t,n
4877,h,p,v,f,p,p,y,k,h,f,e,f
4878,h,p,y,f,b,p,y,k,p,f,e,f
4879,h,p,v,f,p,p,g,k,p,f,e,f
4880,h,p,y,f,n,p,y,k,g,f,e,f
4881,h,p,v,f,b,p,g,k,h,f,e,f
4882,r,p,v,f,w,p,w,s,w,t,e,n
4883,h,p,y,f,p,p,y,k,p,f,e,f
4884,w,p,v,f,p,p,n,k,b,f,t,f
4885,h,p,y,f,p,p,g,k,g,f,e,f
4886,h,p,v,f,n,p,y,k,g,f,e,f
4887,h,p,y,f,n,p,y,k,g,f,e,f
4888,w,e,c,f,e,p,p,s,e,t,e,n
4889,h,p,s,f,w,p,w,s,h,t,t,f
4890,h,p,y,f,n,p,g,k,h,f,e,f
4891,h,p,v,f,b,p,g,k,h,f,e,f
4892,h,p,v,f,n,p,y,k,p,f,e,f
4893,h,p,s,f,w,p,b,f,w,t,t,f
4894,k,p,v,f,w,p,g,s,g,f,e,c
4895,h,p,y,f,n,p,y,k,g,f,e,f
4896,h,p,y,f,b,p,g,k,p,f,e,f
4897,h,p,y,f,n,p,y,k,h,f,e,f
4898,h,e,y,f,w,p,r,s,p,f,e,n
4899,h,e,v,f,w,p,w,s,h,f,e,n
4900,h,p,v,f,n,p,y,k,h,f,e,f
4901,h,p,y,f,b,p,y,k,h,f,e,f
4902,h,p,y,f,n,p,y,k,p,f,e,f
4903,w,p,v,f,p,p,e,k,b,f,t,y
4904,w,p,v,f,p,p,e,k,b,f,t,y
4905,h,p,y,f,b,p,g,k,h,f,e,f
4906,h,p,v,f,n,p,y,k,g,f,e,f
4907,h,p,y,f,b,p,g,k,h,f,e,f
4908,h,p,y,f,n,p,g,k,g,f,e,f
4909,h,p,v,f,p,p,y,k,g,f,e,f
4910,h,p,y,f,n,p,y,k,h,f,e,f
4911,w,e,c,f,w,p,e,s,w,t,e,n
4912,h,p,y,f,b,p,y,k,h,f,e,f
4913,h,p,y,f,p,p,y,k,h,f,e,f
4914,h,p,s,f,w,p,g,f,p,t,t,f
4915,h,p,v,f,b,p,y,k,p,f,e,f
4916,h,p,y,f,n,p,y,k,h,f,e,f
4917,h,p,y,f,n,p,y,k,p,f,e,f
4918,h,p,v,f,w,p,g,f,h,t,t,f
4919,h,p,y,f,p,p,g,k,p,f,e,f
4920,h,p,v,f,p,p,g,k,h,f,e,f
4921,k,p,v,f,w,p,w,s,n,f,e,c
4922,h,p,y,f,b,p,g,k,p,f,e,f
4923,n,e,y,f,p,p,e,s,u,t,t,n
4924,h,p,y,f,p,p,y,k,g,f,e,f
4925,h,p,y,f,n,p,y,k,p,f,e,f
4926,w,e,c,f,w,p,b,s,e,t,e,n
4927,h,p,v,f,b,p,y,k,h,f,e,f
4928,h,p,v,f,p,p,y,k,g,f,e,f
4929,h,p,y,f,b,p,y,k,g,f,e,f
4930,w,e,v,f,w,p,n,s,w,f,e,n
4931,w,e,c,f,e,p,e,s,e,t,e,n
4932,h,p,v,f,p,p,g,k,g,f,e,f
4933,h,p,v,f,p,p,y,k,g,f,e,f
4934,h,p,v,f,w,p,g,f,h,t,t,f
4935,h,p,y,f,p,p,y,k,g,f,e,f
4936,h,p,v,f,b,p,g,k,p,f,e,f
4937,h,p,v,f,n,p,g,k,p,f,e,f
4938,w,p,v,f,w,p,n,s,b,f,t,s
4939,w,e,c,f,e,p,b,s,w,t,e,n
4940,h,p,y,f,b,p,y,k,g,f,e,f
4941,h,p,v,f,b,p,g,k,g,f,e,f
4942,h,p,y,f,b,p,g,k,h,f,e,f
4943,h,p,v,f,b,p,y,k,g,f,e,f
4944,h,p,v,f,n,p,y,k,h,f,e,f
4945,w,e,c,f,e,p,p,s,w,t,e,n
4946,w,p,v,f,w,p,n,k,w,f,e,n
4947,h,p,y,f,n,p,g,k,g,f,e,f
4948,h,p,y,f,n,p,y,k,h,f,e,f
4949,h,p,v,f,n,p,g,k,h,f,e,f
4950,h,p,v,f,w,p,b,f,w,t,t,f
4951,w,e,c,f,w,p,b,s,w,t,e,n
4952,h,p,s,f,w,p,w,f,w,t,t,f
4953,h,p,y,f,b,p,g,k,g,f,e,f
4954,h,p,v,f,b,p,y,k,g,f,e,f
4955,h,p,v,f,n,p,g,k,h,f,e,f
4956,h,p,y,f,n,p,y,k,g,f,e,f
4957,h,p,v,f,n,p,y,k,p,f,e,f
4958,h,p,v,f,w,p,b,s,h,t,t,f
4959,h,p,y,f,p,p,g,k,g,f,e,f
4960,h,p,y,f,p,p,g,k,h,f,e,f
4961,h,p,y,f,b,p,y,k,p,f,e,f
4962,h,p,y,f,p,p,y,k,h,f,e,f
4963,h,p,s,f,w,p,g,s,p,t,t,f
4964,w,e,c,f,w,p,b,s,w,t,e,n
4965,w,e,c,f,e,p,p,s,w,t,e,n
4966,w,e,c,f,w,p,n,s,e,t,e,n
4967,r,p,v,f,w,p,p,s,g,t,e,n
4968,h,p,v,f,p,p,g,k,p,f,e,f
4969,h,p,v,f,b,p,y,k,h,f,e,f
4970,h,p,v,f,b,p,g,k,g,f,e,f
4971,h,p,y,f,p,p,g,k,p,f,e,f
4972,h,p,y,f,b,p,y,k,p,f,e,f
4973,h,p,v,f,n,p,g,k,p,f,e,f
4974,h,p,y,f,b,p,g,k,h,f,e,f
4975,h,p,v,f,b,p,y,k,h,f,e,f
4976,h,p,v,f,b,p,y,k,p,f,e,f
4977,h,p,y,f,p,p,y,k,p,f,e,f
4978,h,p,v,f,p,p,y,k,p,f,e,f
4979,h,p,y,f,b,p,y,k,h,f,e,f
4980,h,p,v,f,p,p,g,k,g,f,e,f
4981,h,p,y,f,b,p,g,k,g,f,e,f
4982,h,p,v,f,n,p,y,k,g,f,e,f
4983,h,p,y,f,n,p,y,k,g,f,e,f
4984,h,e,y,f,w,p,u,s,w,f,e,n
4985,h,p,v,f,b,p,g,k,g,f,e,f
4986,w,p,v,f,w,p,n,s,b,f,t,y
4987,h,p,v,f,p,p,y,k,p,f,e,f
4988,h,p,y,f,n,p,y,k,p,f,e,f
4989,h,p,v,f,n,p,g,k,h,f,e,f
4990,h,p,v,f,b,p,y,k,g,f,e,f
4991,h,p,y,f,n,p,y,k,p,f,e,f
4992,h,p,v,f,n,p,g,k,h,f,e,f
4993,w,e,c,f,w,p,b,s,e,t,e,n
4994,h,p,y,f,p,p,g,k,h,f,e,f
4995,h,p,v,f,n,p,y,k,h,f,e,f
4996,w,e,c,f,w,p,n,s,w,t,e,n
4997,h,p,y,f,b,p,g,k,g,f,e,f
4998,h,p,v,f,p,p,g,k,g,f,e,f
4999,w,p,v,f,p,p,n,k,b,f,t,f
5000,h,p,v,f,n,p,y,k,g,f,e,f
5001,w,p,v,f,w,p,n,k,w,f,e,n
5002,r,p,v,f,w,p,b,s,w,t,e,n
5003,h,p,v,f,n,p,y,k,p,f,e,f
5004,h,p,y,f,n,p,g,k,h,f,e,f
5005,h,e,y,f,w,p,u,s,u,f,e,n
5006,h,p,v,f,n,p,y,k,g,f,e,f
5007,h,p,y,f,b,p,y,k,g,f,e,f
5008,h,p,y,f,n,p,y,k,h,f,e,f
5009,h,p,y,f,b,p,y,k,h,f,e,f
5010,w,e,c,f,e,p,e,s,w,t,e,n
5011,h,p,v,f,p,p,g,k,g,f,e,f
5012,h,p,v,f,b,p,y,k,g,f,e,f
5013,h,p,v,f,b,p,y,k,p,f,e,f
5014,h,p,v,f,b,p,g,k,g,f,e,f
5015,w,e,c,f,w,p,b,s,w,t,e,n
5016,h,p,y,f,p,p,y,k,p,f,e,f
5017,h,p,v,f,b,p,g,k,p,f,e,f
5018,h,p,v,f,n,p,y,k,h,f,e,f
5019,h,p,v,f,n,p,y,k,p,f,e,f
5020,h,p,v,f,w,p,w,s,h,t,t,f
5021,n,p,v,f,w,p,g,s,p,f,e,c
5022,h,p,y,f,p,p,y,k,g,f,e,f
5023,h,e,v,f,w,p,u,s,p,f,e,n
5024,h,p,y,f,p,p,y,k,g,f,e,f
5025,h,p,y,f,n,p,g,k,g,f,e,f
5026,h,p,v,f,n,p,y,k,g,f,e,f
5027,h,p,v,f,n,p,y,k,h,f,e,f
5028,h,p,s,f,w,p,g,f,p,t,t,f
5029,h,p,y,f,p,p,g,k,g,f,e,f
5030,h,p,y,f,p,p,y,k,h,f,e,f
5031,h,p,y,f,b,p,y,k,g,f,e,f
5032,h,p,v,f,p,p,g,k,p,f,e,f
5033,h,p,v,f,n,p,g,k,g,f,e,f
5034,h,p,y,f,n,p,g,k,h,f,e,f
5035,h,p,y,f,p,p,g,k,p,f,e,f
5036,h,p,y,f,p,p,y,k,g,f,e,f
5037,h,p,v,f,n,p,g,k,h,f,e,f
5038,h,p,y,f,b,p,y,k,p,f,e,f
5039,h,p,y,f,b,p,g,k,h,f,e,f
5040,h,p,v,f,p,p,y,k,g,f,e,f
5041,w,p,v,f,w,p,n,k,b,f,t,s
5042,h,p,y,f,p,p,y,k,h,f,e,f
5043,h,p,v,f,b,p,y,k,g,f,e,f
5044,h,p,v,f,w,p,b,f,w,t,t,f
5045,h,p,v,f,n,p,g,k,h,f,e,f
5046,h,p,y,f,b,p,y,k,h,f,e,f
5047,h,p,y,f,n,p,y,k,h,f,e,f
5048,h,p,v,f,b,p,g,k,p,f,e,f
5049,h,p,y,f,n,p,y,k,g,f,e,f
5050,h,p,v,f,b,p,g,k,p,f,e,f
5051,w,p,v,f,w,p,e,k,b,f,t,y
5052,w,e,c,f,e,p,b,s,e,t,e,n
5053,w,e,c,f,e,p,b,s,w,t,e,n
5054,h,p,y,f,p,p,g,k,p,f,e,f
5055,h,p,y,f,b,p,y,k,g,f,e,f
5056,h,p,y,f,n,p,g,k,h,f,e,f
5057,h,p,y,f,b,p,g,k,g,f,e,f
5058,h,p,s,f,w,p,b,s,w,t,t,f
5059,h,p,v,f,b,p,y,k,h,f,e,f
5060,h,p,s,f,w,p,w,f,p,t,t,f
5061,h,p,v,f,b,p,y,k,p,f,e,f
5062,h,p,y,f,b,p,g,k,p,f,e,f
5063,h,p,s,f,w,p,w,s,p,t,t,f
5064,h,p,s,f,w,p,b,f,p,t,t,f
5065,h,p,s,f,w,p,w,f,h,t,t,f
5066,h,p,y,f,n,p,y,k,p,f,e,f
5067,h,p,y,f,p,p,g,k,g,f,e,f
5068,h,p,v,f,b,p,y,k,h,f,e,f
5069,h,p,v,f,n,p,g,k,h,f,e,f
5070,h,e,y,f,w,p,w,s,u,f,e,n
5071,w,e,c,f,w,p,e,s,e,t,e,n
5072,h,p,v,f,p,p,g,k,p,f,e,f
5073,h,p,v,f,n,p,g,k,h,f,e,f
5074,w,p,v,f,p,p,n,k,b,f,t,y
5075,h,p,v,f,p,p,g,k,h,f,e,f
5076,h,p,y,f,n,p,g,k,h,f,e,f
5077,h,p,v,f,b,p,y,k,h,f,e,f
5078,h,p,y,f,b,p,y,k,h,f,e,f
5079,n,e,y,f,g,p,e,s,n,t,t,n
5080,h,p,y,f,n,p,y,k,p,f,e,f
5081,h,p,v,f,n,p,y,k,g,f,e,f
5082,h,p,v,f,b,p,g,k,g,f,e,f
5083,h,p,y,f,p,p,y,k,h,f,e,f
5084,h,p,y,f,p,p,y,k,g,f,e,f
5085,w,p,v,f,w,p,y,k,w,f,e,n
5086,h,p,y,f,n,p,y,k,h,f,e,f
5087,w,e,v,f,w,p,c,f,w,f,e,n
5088,h,p,v,f,n,p,g,k,h,f,e,f
5089,h,p,y,f,n,p,y,k,h,f,e,f
5090,h,p,v,f,b,p,g,k,g,f,e,f
5091,h,p,v,f,p,p,g,k,p,f,e,f
5092,h,p,v,f,p,p,y,k,h,f,e,f
5093,h,p,v,f,p,p,y,k,h,f,e,f
5094,h,p,y,f,n,p,y,k,p,f,e,f
5095,h,p,v,f,n,p,y,k,p,f,e,f
5096,h,p,y,f,n,p,y,k,g,f,e,f
5097,r,p,v,f,w,p,p,s,w,t,e,n
5098,w,e,c,f,w,p,p,s,e,t,e,n
5099,h,p,v,f,b,p,y,k,g,f,e,f
5100,h,p,v,f,p,p,y,k,p,f,e,f
5101,w,e,c,f,w,p,b,s,e,t,e,n
5102,h,p,y,f,n,p,y,k,p,f,e,f
5103,h,p,s,f,w,p,w,s,p,t,t,f
5104,w,p,v,f,w,p,n,k,b,f,t,s
5105,w,p,v,f,w,p,n,s,b,f,t,y
5106,w,p,v,f,w,p,e,k,b,f,t,y
5107,w,p,c,f,w,p,w,s,w,t,e,n
5108,h,p,v,f,w,p,g,f,p,t,t,f
5109,w,e,v,f,w,p,c,f,w,f,e,n
5110,h,p,y,f,p,p,g,k,p,f,e,f
5111,h,p,v,f,b,p,y,k,g,f,e,f
5112,h,p,y,f,b,p,y,k,p,f,e,f
5113,w,e,c,f,w,p,p,s,w,t,e,n
5114,h,p,v,f,w,p,b,f,w,t,t,f
5115,h,p,s,f,w,p,g,s,h,t,t,f
5116,w,p,v,f,p,p,e,k,b,f,t,y
5117,w,e,v,f,w,p,c,s,w,f,e,n
5118,h,p,s,f,w,p,w,s,w,t,t,f
5119,h,p,v,f,w,p,w,s,h,t,t,f
5120,h,p,v,f,w,p,b,s,w,t,t,f
5121,h,p,v,f,w,p,b,s,p,t,t,f
5122,w,e,v,f,w,p,c,f,w,f,e,n
5123,h,p,v,f,n,p,g,k,g,f,e,f
5124,h,p,v,f,w,p,w,f,h,t,t,f
5125,h,p,s,f,w,p,g,s,w,t,t,f
5126,w,p,c,f,w,p,w,s,w,t,e,n
5127,h,p,s,f,w,p,g,s,p,t,t,f
5128,w,p,c,f,w,p,w,s,w,t,e,n
5129,h,p,v,f,w,p,b,s,p,t,t,f
5130,h,p,s,f,w,p,w,f,h,t,t,f
5131,w,p,v,f,w,p,y,k,w,f,e,n
5132,w,p,v,f,w,p,n,s,b,f,t,s
5133,w,p,v,f,p,p,n,k,b,f,t,y
5134,w,e,c,f,e,p,n,s,w,t,e,n
5135,w,e,c,f,e,p,b,s,w,t,e,n
5136,h,p,v,f,w,p,w,s,w,t,t,f
5137,r,p,v,f,w,p,b,s,w,t,e,n
5138,h,p,y,f,b,p,y,k,p,f,e,f
5139,h,p,y,f,p,p,g,k,p,f,e,f
5140,r,p,v,f,w,p,b,s,r,t,e,n
5141,w,p,v,f,p,p,n,k,b,f,t,f
5142,w,p,v,f,p,p,e,k,b,f,t,y
5143,h,p,y,f,b,p,g,k,p,f,e,f
5144,w,e,c,f,e,p,e,s,e,t,e,n
5145,w,p,v,f,p,p,n,k,b,f,t,f
5146,h,p,y,f,p,p,y,k,g,f,e,f
5147,w,p,v,f,w,p,n,k,b,f,t,y
5148,w,e,v,f,w,p,n,s,w,f,e,n
5149,w,p,v,f,w,p,n,s,b,f,t,f
5150,w,e,c,f,e,p,b,s,e,t,e,n
5151,w,e,c,f,w,p,n,s,w,t,e,n
5152,h,p,y,f,p,p,y,k,g,f,e,f
5153,r,p,v,f,w,p,b,s,r,t,e,n
5154,w,p,v,f,w,p,n,k,w,f,e,n
5155,w,p,v,f,w,p,n,s,b,f,t,y
5156,h,p,s,f,w,p,b,s,w,t,t,f
5157,h,p,v,f,w,p,b,f,h,t,t,f
5158,h,p,y,f,p,p,y,k,h,f,e,f
5159,h,p,v,f,w,p,g,s,w,t,t,f
5160,w,p,v,f,w,p,n,s,b,f,t,f
5161,h,p,v,f,w,p,b,f,p,t,t,f
5162,w,p,v,f,w,p,n,k,w,f,e,n
5163,w,e,c,f,w,p,e,s,w,t,e,n
5164,h,p,s,f,w,p,b,f,w,t,t,f
5165,h,p,s,f,w,p,w,f,p,t,t,f
5166,w,e,c,f,e,p,e,s,w,t,e,n
5167,h,p,y,f,n,p,y,k,p,f,e,f
5168,w,p,v,f,w,p,n,k,w,f,e,n
5169,w,e,c,f,e,p,n,s,e,t,e,n
5170,h,p,y,f,p,p,g,k,p,f,e,f
5171,h,p,v,f,w,p,b,f,h,t,t,f
5172,h,p,s,f,w,p,b,f,h,t,t,f
5173,h,p,v,f,b,p,y,k,h,f,e,f
5174,h,p,v,f,p,p,y,k,h,f,e,f
5175,w,e,c,f,w,p,p,s,w,t,e,n
5176,w,e,c,f,e,p,p,s,e,t,e,n
5177,r,p,v,f,w,p,w,s,r,t,e,n
5178,w,e,v,f,w,p,c,f,w,f,e,n
5179,w,e,c,f,e,p,n,s,w,t,e,n
5180,h,p,v,f,w,p,b,f,h,t,t,f
5181,h,p,v,f,w,p,g,f,w,t,t,f
5182,h,p,y,f,b,p,y,k,g,f,e,f
5183,h,p,v,f,w,p,b,f,w,t,t,f
5184,h,p,s,f,w,p,w,s,p,t,t,f
5185,w,e,v,f,w,p,c,s,w,f,e,n
5186,w,p,v,f,w,p,e,k,b,f,t,y
5187,h,p,y,f,n,p,y,k,h,f,e,f
5188,h,e,v,f,w,p,w,s,h,f,e,n
5189,h,p,v,f,b,p,y,k,p,f,e,f
5190,r,p,v,f,w,p,p,s,w,t,e,n
5191,h,p,v,f,w,p,g,f,h,t,t,f
5192,w,p,v,f,w,p,n,s,b,f,t,s
5193,w,e,c,f,e,p,p,s,w,t,e,n
5194,w,p,v,f,w,p,n,k,b,f,t,f
5195,h,p,v,f,n,p,g,k,g,f,e,f
5196,h,p,s,f,w,p,b,f,h,t,t,f
5197,w,e,c,f,w,p,p,s,e,t,e,n
5198,h,p,v,f,p,p,y,k,h,f,e,f
5199,h,p,v,f,n,p,g,k,g,f,e,f
5200,h,p,y,f,n,p,g,k,g,f,e,f
5201,h,p,s,f,w,p,b,s,p,t,t,f
5202,w,p,v,f,w,p,n,s,b,f,t,f
5203,h,p,v,f,p,p,y,k,p,f,e,f
5204,h,p,v,f,n,p,y,k,h,f,e,f
5205,w,p,v,f,w,p,n,k,w,f,e,n
5206,w,e,c,f,w,p,b,s,w,t,e,n
5207,h,p,v,f,p,p,y,k,h,f,e,f
5208,w,p,v,f,p,p,e,k,b,f,t,y
5209,h,p,s,f,w,p,g,f,h,t,t,f
5210,w,e,c,f,w,p,n,s,e,t,e,n
5211,h,p,v,f,p,p,g,k,g,f,e,f
5212,w,p,v,f,p,p,n,s,b,f,t,y
5213,h,p,v,f,w,p,g,s,p,t,t,f
5214,h,p,v,f,w,p,g,f,h,t,t,f
5215,r,p,v,f,w,p,p,s,w,t,e,n
5216,w,e,c,f,e,p,b,s,w,t,e,n
5217,h,p,v,f,w,p,w,s,w,t,t,f
5218,w,p,v,f,w,p,n,s,b,f,t,y
5219,w,e,c,f,e,p,n,s,w,t,e,n
5220,h,p,y,f,n,p,y,k,g,f,e,f
5221,w,e,c,f,e,p,p,s,w,t,e,n
5222,h,p,s,f,w,p,g,f,p,t,t,f
5223,w,e,c,f,w,p,p,s,e,t,e,n
5224,w,p,v,f,w,p,n,k,w,f,e,n
5225,h,p,v,f,w,p,b,f,h,t,t,f
5226,w,p,v,f,p,p,n,k,b,f,t,f
5227,w,p,v,f,w,p,n,k,b,f,t,f
5228,h,p,s,f,w,p,b,s,w,t,t,f
5229,w,p,v,f,w,p,n,s,b,f,t,f
5230,w,e,c,f,w,p,p,s,w,t,e,n
5231,w,e,v,f,w,p,c,f,w,f,e,n
5232,h,p,v,f,b,p,y,k,h,f,e,f
5233,w,e,c,f,e,p,n,s,w,t,e,n
5234,h,p,y,f,b,p,g,k,p,f,e,f
5235,h,p,v,f,n,p,y,k,p,f,e,f
5236,h,p,v,f,w,p,g,s,w,t,t,f
5237,w,p,c,f,w,p,w,s,w,t,e,n
5238,w,e,v,f,w,p,n,f,w,f,e,n
5239,w,p,v,f,w,p,y,k,w,f,e,n
5240,h,p,s,f,w,p,w,f,w,t,t,f
5241,w,p,v,f,w,p,y,k,w,f,e,n
5242,h,p,v,f,p,p,y,k,g,f,e,f
5243,w,e,c,f,w,p,b,s,e,t,e,n
5244,h,p,v,f,p,p,y,k,p,f,e,f
5245,w,p,v,f,w,p,n,s,b,f,t,y
5246,h,p,y,f,p,p,y,k,h,f,e,f
5247,h,p,v,f,p,p,y,k,p,f,e,f
