,binaryClass_cat,climbRate_num,Altitude_num,RollRate_num,curRoll_num,diffClb_num,diffDiffClb_num
5400,P,-4.8,-20.0,0.0044,0.004,-0.4,0.01
5401,P,-5.0,-30.0,-0.0019,0.006,0.0,0.01
5402,N,8.9,-10.0,-0.0072,-0.013,0.0,0.0
5403,N,6.3,30.0,0.0038,-0.027,0.0,-0.01
5404,N,-0.1,40.0,0.0014,-0.011,0.1,0.0
5405,N,-5.1,40.0,0.0033,-0.002,-0.3,0.01
5406,P,-9.4,30.0,0.0002,0.001,-0.3,0.0
5407,P,-10.7,0.0,-0.0058,-0.006,0.1,0.0
5408,P,-8.7,-20.0,-0.0081,-0.016,0.2,0.0
5409,N,0.7,-30.0,0.0057,-0.028,0.2,-0.01
5410,N,2.9,-20.0,0.0055,-0.011,0.0,0.0
5411,N,1.3,-20.0,0.0057,-0.02,0.1,0.0
5412,N,1.9,-20.0,0.0042,-0.01,0.0,0.0
5413,P,-0.3,-20.0,0.005,0.0,-0.2,0.0
5414,N,3.4,-20.0,-0.004,0.008,0.2,0.0
5415,N,9.9,10.0,0.0036,0.0,0.3,0.01
5416,P,5.1,50.0,-0.0068,-0.012,-0.2,0.0
5417,P,-5.2,50.0,0.0104,-0.002,-0.2,0.0
5418,N,-4.7,30.0,0.0022,0.02,0.2,-0.01
5419,P,-5.4,20.0,-0.0043,0.017,-0.1,0.0
5420,P,-8.0,0.0,-0.0057,0.007,-0.2,0.0
5421,N,1.7,-30.0,-0.0043,-0.011,0.1,0.0
5422,N,6.0,-10.0,0.0031,-0.017,0.1,0.0
5423,P,-3.5,0.0,0.0038,0.014,-0.3,0.0
5424,P,-6.5,-10.0,0.0004,0.018,-0.1,-0.01
5425,P,-7.0,-30.0,-0.0035,0.013,0.0,0.0
5426,N,10.7,-20.0,0.0026,0.002,0.3,0.0
5427,N,0.4,20.0,-0.0059,0.005,-0.2,0.0
5428,P,-7.1,0.0,0.0035,-0.005,-0.2,0.0
5429,P,-8.2,-20.0,0.0006,-0.002,0.0,-0.01
5430,N,5.7,-30.0,0.0068,-0.007,0.2,0.0
5431,P,-0.1,-20.0,0.0018,0.017,-0.2,0.0
5432,P,-0.4,-20.0,0.0054,0.014,-0.1,0.0
5433,N,4.7,0.0,-0.0071,0.008,0.1,0.0
5434,P,-0.9,20.0,0.0088,0.001,-0.2,0.0
5435,P,-2.6,20.0,0.0066,0.014,-0.1,-0.01
5436,P,-4.1,0.0,-0.007,0.012,-0.1,0.01
5437,N,0.3,-10.0,0.0007,-0.012,0.2,0.0
5438,P,-4.2,-10.0,0.0079,0.009,-0.2,0.0
5439,P,-4.2,-20.0,0.0065,0.027,0.1,0.01
5440,N,3.3,-20.0,0.0014,0.042,0.2,0.0
5441,N,4.9,0.0,-0.0051,0.034,0.0,0.0
5442,N,3.6,10.0,-0.0063,0.022,-0.1,0.0
5443,P,-1.5,10.0,-0.0014,0.004,0.0,-0.01
5444,P,-4.2,-10.0,-0.0019,0.021,-0.1,0.0
5445,N,-1.9,-20.0,-0.0097,0.004,0.1,0.0
5446,N,2.3,-20.0,0.0092,-0.007,0.0,0.0
5447,N,-1.3,-10.0,-0.0099,-0.012,0.0,0.02
5448,P,-1.6,-20.0,-0.0045,-0.023,-0.1,0.0
5449,N,-0.8,-20.0,0.0046,-0.023,0.1,0.0
5450,P,-0.6,-20.0,0.0079,-0.008,0.0,0.0
5451,P,0.5,-10.0,-0.0107,0.015,0.0,0.0
5452,P,0.1,-10.0,-0.0091,-0.009,0.0,0.01
5453,N,2.6,-10.0,0.0002,-0.025,0.1,0.0
5454,N,2.7,0.0,0.0061,-0.013,-0.1,0.0
5455,P,1.1,0.0,0.0066,-0.004,-0.2,0.01
5456,P,-0.8,0.0,0.0054,0.006,-0.1,-0.01
5457,P,-3.5,-10.0,-0.0055,0.01,-0.1,0.0
5458,N,3.1,-10.0,0.0028,-0.004,0.2,0.0
5459,N,7.5,10.0,0.0022,0.006,0.1,0.0
5460,N,6.0,30.0,-0.0004,0.009,-0.1,0.0
5461,N,2.9,40.0,-0.0066,0.002,-0.1,0.02
5462,P,-4.5,40.0,-0.0025,-0.02,-0.3,0.0
5463,N,-2.4,20.0,0.0039,-0.019,0.3,-0.01
5464,P,-5.9,10.0,-0.0027,0.015,-0.2,0.0
5465,N,-4.4,0.0,-0.0079,0.002,0.1,0.0
5466,P,-4.7,0.0,0.0023,0.004,-0.3,0.0
5467,N,-12.1,-50.0,-0.0049,-0.006,-0.1,0.0
5468,N,4.0,-80.0,0.0052,-0.019,0.6,-0.01
5469,N,9.3,-50.0,0.0091,0.011,-0.1,0.0
5470,P,0.2,-20.0,-0.0097,0.006,-0.1,0.0
5471,N,4.5,-20.0,0.0117,-0.008,0.3,0.01
5472,N,9.0,0.0,0.0087,0.028,0.0,0.01
5473,P,0.8,20.0,-0.0037,0.036,-0.4,0.0
5474,P,-0.7,10.0,-0.0041,0.006,0.2,0.0
5475,N,2.7,10.0,-0.0008,0.002,0.2,0.0
5476,P,-4.9,10.0,-0.0038,0.011,-0.1,0.0
5477,P,-5.9,0.0,-0.0062,0.004,0.0,-0.01
5478,N,1.3,-10.0,0.0042,-0.008,0.1,0.0
5479,P,-0.1,-10.0,-0.0068,-0.012,0.0,0.0
5480,N,1.4,-10.0,-0.0031,-0.025,0.2,-0.01
5481,N,5.1,0.0,0.0078,-0.017,0.1,0.0
5482,P,4.5,10.0,0.0104,-0.004,-0.2,0.01
5483,P,-7.6,10.0,-0.0063,0.012,-0.4,0.01
5484,P,-11.7,-20.0,-0.0071,-0.008,0.0,0.01
5485,N,0.5,-50.0,0.0084,-0.008,0.3,0.0
5486,N,6.1,-50.0,0.0086,0.01,0.3,-0.01
5487,N,11.9,-20.0,0.001,0.023,0.2,0.0
5488,P,8.4,10.0,-0.0068,0.015,-0.3,0.0
5489,P,-5.6,10.0,-0.0058,-0.02,-0.3,0.01
5490,N,-3.5,-10.0,0.0003,-0.027,0.1,-0.02
5491,N,3.5,-10.0,0.0118,-0.004,0.2,0.0
5492,N,5.1,0.0,0.0131,0.019,0.0,0.01
5493,N,3.5,10.0,0.0087,0.041,-0.1,0.0
5494,P,-2.5,10.0,-0.0069,0.046,-0.2,0.0
5495,N,-0.1,0.0,-0.0015,0.011,0.2,0.01
5496,P,-3.0,0.0,0.0,0.024,-0.1,0.0
5497,P,-3.5,-30.0,-0.0031,0.002,0.0,0.0
5498,N,5.4,-20.0,0.0006,-0.001,0.1,0.0
5499,P,-1.7,-10.0,-0.0038,-0.001,-0.1,0.0
5500,N,1.3,-20.0,-0.0046,-0.034,0.1,0.01
5501,N,2.1,-10.0,0.0055,-0.033,0.0,0.0
5502,P,0.7,-10.0,0.013,-0.014,-0.1,0.0
5503,P,-4.8,-10.0,-0.0066,0.021,-0.2,0.0
5504,P,-5.5,-40.0,-0.0031,0.001,0.0,0.0
5505,N,2.8,-50.0,0.0068,-0.007,0.1,0.0
5506,P,-0.7,-40.0,-0.0039,0.001,-0.1,0.0
5507,N,4.9,-30.0,0.0033,-0.008,0.2,0.0
5508,P,-1.1,-10.0,-0.0016,0.019,-0.2,0.0
5509,P,-5.3,30.0,-0.005,-0.011,-0.3,0.0
5510,P,-7.4,-10.0,-0.0004,-0.027,0.0,0.0
5511,P,-4.3,-40.0,0.0045,-0.01,0.0,0.0
5512,N,4.0,-40.0,0.0008,0.003,0.2,0.0
5513,P,-1.7,-20.0,0.0037,-0.025,-0.1,0.0
5514,P,-2.7,-30.0,0.008,-0.008,0.0,0.0
5515,N,0.8,-30.0,0.0072,0.019,0.1,0.0
5516,P,-0.9,-30.0,-0.0041,0.028,-0.3,0.01
5517,N,3.4,-30.0,-0.0052,0.003,0.3,0.0
5518,N,2.6,-10.0,0.0007,-0.006,0.1,0.0
5519,P,-4.0,-10.0,0.0002,-0.002,-0.1,0.0
5520,P,-4.7,-30.0,-0.0005,-0.003,0.0,0.0
5521,P,-3.3,-40.0,-0.0007,-0.005,0.1,0.0
5522,N,4.3,-40.0,-0.0004,-0.007,0.3,0.0
5523,P,-1.4,0.0,0.0003,0.0,-0.2,0.0
5524,P,-1.8,-20.0,0.0012,-0.01,-0.1,0.0
5525,P,-1.1,-30.0,0.0057,0.012,0.0,0.0
5526,P,-1.3,-30.0,-0.0025,0.016,-0.2,0.0
5527,N,-1.2,-30.0,-0.0057,0.003,0.1,0.0
5528,N,6.0,-20.0,0.0051,-0.008,0.2,0.0
5529,P,-1.7,0.0,0.0042,0.026,-0.2,0.0
5530,N,1.0,-20.0,-0.0046,-0.011,0.0,0.0
5531,P,-3.3,-20.0,-0.0002,-0.02,-0.2,0.0
5532,N,-2.3,-30.0,0.0043,-0.016,0.1,0.0
5533,N,2.8,-20.0,0.0042,0.014,0.1,0.0
5534,P,-3.2,-10.0,0.0019,-0.002,-0.1,0.0
5535,N,2.8,-10.0,0.0033,0.012,0.2,0.0
5536,P,-2.8,-10.0,-0.0048,0.004,-0.1,0.0
5537,P,-2.3,-30.0,0.0025,0.013,0.0,0.0
5538,N,5.8,-30.0,-0.0009,-0.005,0.2,0.0
5539,N,8.2,-10.0,0.0021,-0.003,0.0,0.0
5540,P,-3.2,10.0,0.0034,0.012,-0.3,0.0
5541,P,-6.0,-10.0,-0.0006,0.017,0.0,0.0
5542,N,3.5,-10.0,-0.0032,0.01,0.5,0.0
5543,P,-0.7,20.0,-0.0031,-0.012,-0.3,0.0
5544,P,-3.4,0.0,0.0062,0.01,0.0,0.0
5545,N,1.7,-10.0,-0.0001,0.023,0.2,0.0
5546,P,-3.6,-10.0,-0.0041,0.003,-0.1,0.0
5547,N,2.0,-40.0,-0.0047,0.002,0.1,0.0
5548,N,1.4,-20.0,0.0058,0.013,0.0,0.0
5549,P,-3.4,-20.0,0.0015,0.006,-0.1,0.0
5550,N,2.1,0.0,-0.0047,0.004,0.0,0.0
5551,P,-4.1,0.0,-0.0029,0.002,-0.1,0.0
5552,N,3.6,-10.0,0.0032,-0.014,0.2,0.0
5553,N,5.0,0.0,0.0051,-0.004,0.0,0.0
5554,P,-5.0,10.0,-0.0033,0.019,-0.1,0.0
5555,P,-5.8,-10.0,-0.0055,0.004,0.0,0.0
5556,N,1.4,-20.0,-0.0018,-0.011,0.2,0.0
5557,N,4.6,-10.0,0.0047,-0.007,0.1,0.0
5558,P,-5.7,10.0,0.0019,0.023,-0.5,0.0
5559,P,-9.3,-30.0,-0.0037,0.017,0.0,0.0
5560,N,0.1,-50.0,-0.0048,0.004,0.4,0.0
5561,N,4.2,-50.0,-0.0033,-0.002,0.3,-0.01
5562,N,7.5,-30.0,0.0044,0.0,0.1,0.0
5563,P,-6.1,-10.0,-0.0003,0.034,-0.2,0.0
5564,N,6.1,-30.0,0.002,0.035,0.2,0.0
5565,P,-2.0,0.0,-0.0058,0.013,-0.1,0.0
5566,N,4.9,0.0,0.0002,-0.005,0.2,0.0
5567,P,-3.2,20.0,0.0003,0.003,-0.1,0.0
5568,N,1.2,10.0,0.0022,0.01,0.1,0.0
5569,P,-5.8,10.0,-0.0031,0.009,-0.2,0.0
5570,N,6.3,-10.0,0.0051,-0.007,0.1,0.0
5571,P,-4.0,0.0,0.0029,0.02,-0.2,0.0
5572,N,-1.7,-30.0,-0.0065,0.005,0.1,0.0
5573,N,1.0,-30.0,0.0027,-0.008,0.2,0.0
5574,N,-2.9,-20.0,0.008,0.03,-0.4,-0.01
5575,P,-9.0,-30.0,0.0024,0.039,-0.4,0.0
5576,P,-12.3,-60.0,-0.0039,0.037,-0.1,-0.01
5577,N,5.1,-90.0,-0.0047,-0.01,0.3,0.0
5578,P,0.8,-70.0,0.0052,-0.009,-0.3,0.0
5579,P,-1.5,-70.0,0.0056,0.013,0.0,0.0
5580,P,4.6,-70.0,-0.0045,0.016,0.1,0.0
5581,P,0.6,-20.0,-0.0051,-0.038,-0.3,0.01
5582,N,5.3,-10.0,0.0099,-0.003,0.1,0.0
5583,P,5.3,0.0,0.0071,0.014,-0.1,0.0
5584,P,-2.0,0.0,-0.0085,0.015,-0.5,0.02
5585,P,-7.7,-10.0,-0.0109,-0.011,0.0,0.02
5586,N,2.0,-20.0,-0.0012,-0.029,0.5,0.0
5587,N,7.5,-10.0,0.0069,-0.022,0.1,0.02
5588,N,6.8,10.0,0.0039,-0.004,-0.1,0.0
5589,P,-3.5,20.0,-0.0026,-0.009,-0.2,0.0
5590,N,0.5,10.0,0.0063,-0.006,0.2,0.0
5591,P,-2.8,20.0,-0.0047,-0.005,-0.2,0.0
5592,P,-3.4,20.0,-0.0006,-0.01,0.1,-0.02
5593,N,-0.9,10.0,0.0055,-0.005,0.2,0.0
5594,N,1.8,10.0,-0.0006,0.011,0.1,0.0
5595,N,1.1,20.0,-0.0044,0.005,-0.1,0.0
5596,P,-4.0,-20.0,0.0006,-0.022,0.0,0.0
5597,N,3.0,-10.0,-0.0088,-0.014,0.0,0.0
5598,P,-3.6,-10.0,0.0008,-0.04,-0.2,0.0
5599,N,1.2,-20.0,0.0124,-0.005,0.1,0.0
5600,N,1.8,-20.0,0.0115,0.013,-0.1,0.0
5601,P,-15.0,-50.0,-0.0123,0.006,0.0,0.01
5602,P,-10.3,-80.0,-0.0107,-0.018,0.3,-0.01
5603,N,4.6,-90.0,-0.0035,-0.039,0.6,0.01
5604,N,8.8,-60.0,0.0076,-0.031,-0.2,0.01
5605,P,2.6,-50.0,0.0118,-0.007,-0.3,0.0
5606,P,-1.1,-50.0,0.0112,0.009,-0.2,-0.01
5607,N,5.5,-50.0,-0.0063,0.005,0.3,0.0
5608,N,10.3,-30.0,-0.0028,-0.004,0.2,0.0
5609,P,10.1,-10.0,-0.0064,-0.011,-0.3,0.02
5610,N,-4.1,20.0,0.0071,-0.002,-0.1,-0.01
5611,P,-4.0,10.0,0.0064,0.012,0.0,-0.01
5612,P,-2.9,40.0,-0.0018,0.019,-0.2,0.0
5613,N,1.9,10.0,-0.0043,0.004,0.0,0.0
5614,P,-2.1,10.0,-0.0018,-0.007,-0.2,-0.01
5615,P,-2.9,-10.0,0.0011,0.004,-0.1,0.0
5616,N,5.4,0.0,-0.0043,-0.011,0.1,0.0
5617,N,8.4,20.0,-0.0006,-0.021,0.1,0.0
5618,P,-6.4,30.0,0.0036,-0.012,-0.4,0.0
5619,N,1.6,0.0,-0.0003,0.006,0.3,-0.01
5620,N,3.8,10.0,-0.0024,0.004,0.1,0.0
5621,P,-2.9,10.0,-0.0044,-0.012,-0.1,0.0
5622,N,-2.2,0.0,0.0077,-0.004,0.0,0.0
5623,N,-2.9,-10.0,0.0073,0.013,0.0,0.0
5624,P,-3.7,-20.0,-0.0047,0.019,0.0,0.0
5625,N,3.7,-20.0,0.001,0.001,0.1,0.0
5626,P,-2.9,-20.0,0.0009,0.006,-0.1,0.0
5627,N,3.2,-30.0,0.0018,-0.001,0.1,0.0
5628,N,3.3,-20.0,0.0059,0.013,0.0,0.0
5629,P,-2.3,-10.0,0.0012,0.027,-0.2,0.0
5630,P,-1.9,-30.0,-0.0063,-0.001,0.1,0.0
5631,N,3.0,-30.0,0.0,-0.011,0.2,0.0
5632,N,4.7,-20.0,0.0065,-0.003,0.0,-0.01
5633,P,-3.0,0.0,-0.0046,0.01,-0.1,0.0
5634,P,-4.4,-10.0,-0.0032,0.002,0.0,0.0
5635,P,-2.7,-20.0,-0.0015,-0.001,-0.1,0.0
5636,N,8.7,10.0,0.0029,-0.007,0.1,0.0
5637,N,8.5,20.0,0.0023,-0.001,-0.1,0.0
5638,P,-3.2,40.0,-0.0011,0.002,-0.3,0.0
5639,P,-3.2,10.0,-0.0024,-0.014,-0.1,0.0
5640,N,-0.1,10.0,0.0058,-0.007,0.1,0.0
5641,P,-4.7,0.0,0.0056,0.018,-0.2,0.0
5642,P,-6.1,-20.0,-0.0015,0.025,0.0,0.0
5643,N,-3.7,-40.0,-0.0099,0.003,0.1,0.0
5644,N,2.5,-40.0,0.0066,-0.014,0.2,0.0
5645,N,4.6,-40.0,0.0088,-0.002,0.1,0.01
5646,P,-2.4,-30.0,0.0012,0.018,-0.4,0.01
5647,P,-5.3,-50.0,-0.0071,0.007,0.0,0.0
5648,P,-3.0,-60.0,-0.0094,-0.011,0.2,-0.01
5649,N,4.3,-50.0,-0.0011,-0.024,0.3,0.0
5650,N,7.1,-50.0,0.0034,-0.022,0.1,0.01
5651,N,-1.1,-20.0,0.0076,0.022,-0.2,-0.01
5652,P,-3.4,-40.0,-0.0063,0.023,0.2,0.0
5653,P,0.0,-20.0,-0.0026,0.005,-0.2,0.0
5654,P,-3.1,-10.0,0.0019,0.021,-0.3,0.01
5655,N,3.8,-20.0,0.0018,0.021,0.3,0.0
5656,P,-2.4,0.0,-0.0051,0.022,0.0,-0.01
5657,N,2.6,0.0,-0.0045,0.007,0.2,0.0
5658,N,5.4,10.0,-0.0014,-0.005,0.0,0.0
5659,P,-3.2,40.0,0.0046,0.009,-0.3,0.0
5660,N,0.6,20.0,0.0016,0.027,0.2,0.0
5661,P,-0.5,30.0,-0.0063,0.02,-0.1,0.0
5662,N,0.2,20.0,-0.0064,-0.003,0.2,0.0
5663,P,-4.1,20.0,0.0063,-0.002,-0.2,0.0
5664,N,-0.3,-10.0,-0.0052,-0.005,0.0,0.0
5665,P,-4.2,-20.0,-0.0035,-0.012,-0.1,0.0
5666,N,2.8,-20.0,0.0031,-0.013,0.3,0.0
5667,N,5.2,-10.0,0.0048,-0.007,0.0,0.0
5668,P,-3.5,-10.0,-0.0013,0.005,-0.2,0.0
5669,N,-1.6,-20.0,-0.0056,-0.012,0.1,0.0
5670,N,4.1,-20.0,0.0049,-0.023,0.2,0.0
5671,N,5.1,0.0,0.0045,-0.006,0.0,0.0
5672,P,-5.2,0.0,0.0005,0.007,-0.2,0.0
5673,P,-6.5,-10.0,0.0005,0.008,0.1,0.0
5674,N,-3.0,-20.0,0.0007,0.009,0.3,-0.02
5675,N,3.2,-20.0,-0.0011,0.005,0.2,0.0
5676,N,5.5,0.0,0.0036,0.009,0.0,0.0
5677,P,-2.8,10.0,0.0017,0.023,-0.5,0.01
5678,P,-8.9,0.0,-0.0015,0.022,-0.3,0.02
5679,P,-11.1,-20.0,-0.0038,0.018,0.0,0.0
5680,N,2.7,-40.0,-0.0015,-0.001,0.3,0.0
5681,N,7.6,-30.0,-0.0004,-0.002,0.3,0.0
5682,P,-0.9,10.0,0.0012,0.002,-0.5,0.0
5683,N,0.3,0.0,0.0003,0.006,0.2,0.0
5684,P,-2.3,0.0,0.0045,-0.006,-0.2,0.0
5685,P,-5.5,-10.0,0.0022,0.003,-0.1,0.0
5686,P,-4.5,-30.0,0.0005,0.006,0.1,0.0
5687,N,3.2,-30.0,0.0003,0.008,0.1,0.0
5688,N,4.9,-20.0,-0.0001,0.008,0.0,0.0
5689,P,-5.2,-10.0,-0.0013,-0.003,-0.1,0.0
5690,P,-6.6,-30.0,-0.0009,-0.006,0.0,0.0
5691,N,4.6,-40.0,0.0014,-0.003,0.1,0.0
5692,P,-4.8,-40.0,-0.0009,-0.009,-0.1,0.0
5693,N,4.3,-50.0,0.0048,-0.004,0.3,0.0
5694,P,7.0,-30.0,0.0002,0.003,0.1,0.0
5695,P,2.9,-10.0,-0.007,-0.011,-0.2,0.0
5696,P,-3.0,-10.0,-0.0008,-0.039,-0.1,0.0
5697,P,-3.0,-30.0,0.0082,-0.021,0.0,0.0
5698,P,-4.3,-40.0,0.0056,0.004,-0.1,0.0
5699,N,-3.0,-50.0,0.0031,0.012,0.1,0.0
5700,N,-1.3,-50.0,-0.0084,0.007,0.0,0.0
5701,P,-0.9,-60.0,-0.0102,-0.014,0.1,0.0
5702,N,2.4,-50.0,-0.0038,-0.03,0.2,0.0
5703,N,6.1,-40.0,0.0068,-0.025,0.1,0.0
5704,P,-3.4,-20.0,0.0,-0.012,-0.1,0.0
5705,N,-3.3,-30.0,0.0048,-0.005,0.0,0.0
5706,P,-4.8,-40.0,0.0033,0.001,-0.2,0.01
5707,N,6.6,-40.0,-0.0017,0.005,0.2,0.0
5708,N,9.3,-30.0,-0.003,0.001,0.1,0.01
5709,N,9.5,-10.0,-0.0037,-0.005,-0.1,0.01
5710,P,-2.5,10.0,-0.0014,-0.02,-0.4,0.01
5711,N,4.1,10.0,0.0007,-0.017,0.2,0.0
5712,P,-2.9,20.0,0.0018,-0.011,-0.2,0.0
5713,P,-3.3,-20.0,0.0017,-0.006,0.0,0.0
5714,P,-4.6,-20.0,-0.0046,0.007,-0.1,0.0
5715,N,4.7,0.0,-0.0073,-0.014,0.0,0.0
5716,P,-3.7,10.0,0.0047,-0.031,-0.2,0.0
5717,N,-6.0,-10.0,0.0065,-0.005,-0.1,0.0
5718,P,-7.2,-30.0,-0.0033,0.001,0.0,0.0
5719,N,-2.8,-40.0,-0.0075,-0.015,0.2,0.01
5720,N,5.7,-30.0,0.0,-0.033,0.2,0.0
5721,N,8.9,-10.0,0.0047,-0.025,0.1,0.0
5722,P,-9.7,0.0,-0.007,-0.014,-0.4,0.0
5723,P,-11.8,-30.0,-0.0037,-0.027,0.0,-0.01
5724,N,-2.2,-60.0,0.0075,-0.02,0.3,0.0
5725,N,5.3,-50.0,0.0081,0.004,0.2,-0.01
5726,P,0.6,-20.0,-0.0095,0.006,-0.1,0.0
5727,N,-0.9,-30.0,-0.0096,-0.028,0.0,0.01
5728,P,-1.9,-30.0,0.0016,-0.039,-0.1,0.0
5729,N,0.8,-30.0,0.0049,-0.012,0.0,0.0
5730,N,8.5,-20.0,0.0024,-0.017,0.3,0.0
5731,P,1.1,20.0,-0.0037,0.002,-0.4,0.0
5732,P,-3.2,10.0,-0.007,-0.023,0.0,0.01
5733,P,-1.4,10.0,0.0043,-0.029,0.1,0.0
5734,N,0.6,10.0,0.0109,-0.015,0.1,-0.01
5735,P,-0.9,10.0,0.006,0.012,-0.1,0.0
5736,N,-2.9,0.0,-0.005,0.013,-0.1,0.0
5737,P,-5.2,-10.0,-0.0079,-0.01,0.0,0.01
5738,N,2.7,-10.0,0.0046,-0.014,0.1,0.0
5739,P,2.7,-10.0,0.0053,-0.007,-0.1,0.0
5740,P,0.6,10.0,-0.0051,0.007,-0.1,0.0
5741,N,2.2,0.0,0.005,-0.008,0.2,0.0
5742,N,3.3,10.0,0.0012,0.003,0.0,0.0
5743,P,-4.5,10.0,-0.0034,-0.007,-0.2,0.0
5744,P,-6.2,0.0,-0.0036,-0.013,-0.1,-0.01
5745,N,-2.4,-20.0,0.0069,-0.006,0.1,0.0
5746,N,-0.9,-20.0,0.0042,0.019,0.0,0.0
5747,N,2.7,-30.0,0.0042,0.012,0.1,0.0
5748,P,1.8,-10.0,-0.0081,0.008,0.0,0.0
5749,N,3.5,0.0,0.0042,-0.015,0.0,0.0
5750,N,-1.9,10.0,0.01,0.028,-0.2,-0.01
5751,P,-6.7,0.0,-0.0051,0.035,-0.3,0.0
5752,P,-8.5,-30.0,-0.0088,0.002,0.1,0.0
5753,N,-3.1,-40.0,-0.0024,-0.008,0.4,-0.02
5754,P,-3.1,-20.0,-0.0006,0.015,-0.3,0.0
5755,N,6.6,-30.0,-0.0023,-0.015,0.3,0.01
5756,P,-3.5,0.0,-0.0011,-0.014,-0.3,0.0
5757,N,3.2,-10.0,0.002,-0.018,0.1,0.0
5758,P,-3.1,0.0,-0.0008,-0.005,-0.3,0.0
5759,P,-6.2,-10.0,-0.0049,-0.011,-0.1,-0.01
5760,P,-6.2,-30.0,-0.0033,-0.022,0.1,0.0
5761,P,-3.6,-40.0,-0.0002,-0.026,0.1,0.0
5762,N,4.6,-40.0,0.0027,-0.021,0.2,0.0
5763,N,3.9,-20.0,0.0032,-0.007,0.2,0.0
5764,P,-4.0,-10.0,-0.0023,-0.022,-0.1,0.0
5765,N,-2.8,-20.0,0.0026,-0.022,0.0,0.0
5766,P,-4.0,-30.0,0.0009,-0.019,-0.1,0.01
5767,N,4.5,-40.0,0.0063,-0.008,0.3,0.0
5768,N,6.1,-20.0,0.0038,0.006,0.0,-0.01
5769,P,-1.8,-10.0,-0.0115,-0.001,-0.2,0.0
5770,N,0.2,-20.0,0.0072,-0.027,0.0,0.0
5771,P,-4.1,-20.0,0.0079,-0.001,-0.2,0.0
5772,N,-3.9,-30.0,0.0067,0.014,0.1,0.01
5773,P,-1.1,-40.0,-0.0078,0.015,0.1,0.01
5774,P,5.6,-30.0,-0.0056,-0.011,0.2,0.0
5775,P,-1.1,10.0,0.0073,0.009,-0.4,0.0
5776,P,-5.7,0.0,0.0022,0.02,-0.1,0.0
5777,N,3.2,-10.0,-0.0045,0.007,0.3,0.0
5778,N,7.9,0.0,-0.0037,-0.002,0.2,0.0
5779,P,7.1,20.0,-0.0028,-0.011,-0.1,0.0
5780,N,6.1,40.0,0.0017,-0.013,0.0,0.0
5781,P,-6.1,50.0,-0.0022,0.002,-0.2,0.0
5782,N,-10.7,20.0,-0.0066,-0.013,-0.1,0.0
5783,P,-12.8,0.0,-0.0051,-0.021,-0.2,0.01
5784,N,-5.6,-30.0,0.0041,-0.024,0.5,0.0
5785,N,2.5,-30.0,0.0081,-0.011,0.3,0.01
5786,N,4.3,-30.0,0.0121,0.006,-0.1,0.02
5787,N,3.7,-20.0,0.0128,0.024,-0.1,0.0
5788,P,-3.9,-20.0,-0.0098,0.031,-0.2,0.01
5789,P,-4.1,-30.0,-0.0068,0.003,0.1,0.0
5790,N,2.3,-40.0,0.0009,-0.005,0.3,0.0
5791,P,0.3,-30.0,0.0058,0.009,-0.2,0.0
5792,P,-2.3,-30.0,-0.0047,0.028,-0.1,0.0
5793,N,6.6,-30.0,-0.0018,0.003,0.2,0.0
5794,P,-5.9,-10.0,0.0009,0.011,-0.2,-0.01
5795,N,-8.2,-30.0,-0.0039,0.007,0.0,0.01
5796,N,-7.5,-50.0,0.0002,0.001,0.1,-0.02
5797,P,-7.4,-60.0,0.0033,0.004,-0.1,0.01
5798,N,-5.1,-70.0,0.0048,0.015,0.1,0.0
5799,P,-4.3,-80.0,0.0003,0.019,0.0,0.01
5800,N,1.3,-90.0,-0.0068,0.01,0.3,0.01
5801,P,0.0,-70.0,0.0012,-0.039,-0.1,0.0
5802,N,6.9,-60.0,0.0057,-0.018,0.2,0.0
5803,P,-6.0,-40.0,-0.0036,-0.008,-0.4,0.0
5804,N,0.0,-60.0,0.0006,-0.021,0.4,0.0
5805,N,6.2,-40.0,0.0028,-0.009,0.1,0.0
5806,N,6.3,-10.0,0.0007,0.002,0.3,0.01
5807,N,7.4,10.0,0.0005,0.004,-0.1,0.0
5808,P,-1.1,20.0,-0.0006,0.004,-0.3,0.0
5809,P,-3.9,-10.0,-0.0004,-0.002,0.0,0.0
5810,N,4.1,-10.0,0.001,0.002,0.1,0.0
5811,N,3.1,30.0,-0.0006,0.005,0.0,0.0
5812,P,-6.0,20.0,0.0015,0.006,-0.1,0.0
5813,P,-7.5,-10.0,-0.0018,0.011,-0.1,0.0
5814,N,-6.1,-20.0,-0.0037,0.006,0.2,-0.02
5815,N,6.1,-10.0,0.0009,0.008,0.1,0.0
5816,N,4.7,20.0,-0.003,0.0,0.0,0.0
5817,P,-3.0,30.0,-0.0023,-0.011,-0.2,0.0
5818,P,-5.5,20.0,0.0014,-0.012,-0.1,0.0
5819,P,-6.8,-30.0,0.0007,0.016,0.0,0.0
5820,N,7.7,-30.0,-0.0003,0.011,0.4,0.0
5821,N,11.7,-10.0,-0.0011,0.01,0.1,0.0
5822,P,-2.5,20.0,-0.003,-0.002,-0.5,0.0
5823,P,-7.5,10.0,-0.0017,-0.007,-0.1,-0.01
5824,N,3.6,-10.0,0.0017,0.023,0.1,0.0
5825,N,1.4,10.0,0.0042,-0.008,0.0,0.0
5826,N,-1.4,10.0,0.0038,0.014,-0.1,-0.01
