,binaryClass_cat,year_num,month_num,day_num,RPT_num,VAL_num,ROS_num,KIL_num,SHA_num,BIR_num,DUB_num,CLA_num,MUL_num,CLO_num,BEL_num
4090,P,72.0,3.0,14.0,9.79,8.58,9.87,6.17,9.71,8.79,7.75,6.0,8.5,8.5,11.42
4091,P,72.0,3.0,15.0,1.46,6.67,2.92,1.08,4.5,1.67,3.29,2.17,1.87,2.0,9.59
4092,P,72.0,3.0,16.0,6.17,6.96,6.58,2.37,7.41,1.58,2.29,4.88,3.25,2.96,3.83
4093,P,72.0,3.0,17.0,9.04,11.08,8.67,5.0,11.46,6.87,6.5,8.12,7.83,5.66,8.58
4094,P,72.0,3.0,18.0,7.96,2.88,8.92,7.71,6.21,5.41,6.79,4.33,7.21,7.29,8.79
4095,P,72.0,3.0,19.0,9.87,2.0,4.92,3.33,4.75,2.67,3.71,1.54,5.09,3.08,2.79
4096,P,72.0,3.0,20.0,5.88,3.92,10.58,3.58,4.33,0.54,4.12,1.83,3.0,1.87,2.96
4097,P,72.0,3.0,21.0,5.71,4.63,11.08,3.79,4.75,0.71,3.63,2.79,3.21,3.71,8.17
4098,P,72.0,3.0,22.0,5.83,4.21,4.79,2.79,3.29,1.0,6.87,4.17,4.5,5.17,9.62
4099,P,72.0,3.0,23.0,5.58,4.21,8.63,3.21,4.79,1.17,3.88,2.04,3.58,2.96,6.79
4100,P,72.0,3.0,24.0,8.25,10.41,9.46,6.38,11.29,7.17,6.04,6.71,8.58,8.17,8.63
4101,N,72.0,3.0,25.0,13.79,14.62,11.38,7.12,12.62,8.79,9.46,7.67,8.17,6.13,14.04
4102,N,72.0,3.0,26.0,16.42,17.0,11.79,10.29,18.88,11.17,15.63,15.04,14.33,11.46,23.04
4103,N,72.0,3.0,27.0,27.12,24.67,17.29,17.16,28.16,17.0,22.92,21.75,22.5,17.96,28.88
4104,N,72.0,3.0,28.0,19.55,14.92,14.12,13.13,19.87,11.83,16.08,13.62,17.92,12.04,17.67
4105,P,72.0,3.0,29.0,11.54,10.04,11.0,4.92,9.46,6.34,9.54,7.17,9.0,7.12,11.71
4106,P,72.0,3.0,30.0,18.05,13.21,14.88,7.04,9.38,5.54,9.33,7.04,8.0,6.87,6.92
4107,P,72.0,3.0,31.0,12.21,11.04,12.08,6.13,11.17,7.04,8.54,8.96,9.17,6.96,12.29
4108,N,72.0,4.0,1.0,14.83,14.12,15.63,8.5,15.83,11.87,17.04,15.25,14.46,11.83,18.66
4109,N,72.0,4.0,2.0,19.95,17.21,17.08,11.34,17.04,12.08,17.33,15.25,14.67,13.46,19.29
4110,N,72.0,4.0,3.0,14.88,13.88,13.54,8.17,15.41,10.5,14.42,14.21,13.62,12.75,23.67
4111,P,72.0,4.0,4.0,23.13,19.55,16.58,12.0,18.91,12.67,14.21,14.79,13.88,11.63,17.29
4112,N,72.0,4.0,5.0,18.12,17.29,17.16,11.54,20.12,13.46,19.29,14.62,17.46,14.83,22.54
4113,N,72.0,4.0,6.0,18.91,16.21,14.21,8.33,13.25,7.67,12.62,9.33,9.83,8.17,15.0
4114,P,72.0,4.0,7.0,18.34,15.92,15.54,8.96,15.54,10.04,11.67,11.83,12.38,7.79,14.37
4115,N,72.0,4.0,8.0,15.92,12.42,11.29,10.29,13.67,8.83,14.88,9.0,12.79,10.83,11.12
4116,N,72.0,4.0,9.0,18.05,13.29,13.67,8.5,12.5,9.59,11.54,11.5,11.17,10.83,17.88
4117,N,72.0,4.0,10.0,21.54,22.29,15.12,14.33,26.58,15.59,18.16,21.04,17.96,12.83,25.5
4118,N,72.0,4.0,11.0,29.79,19.33,20.08,16.29,21.59,13.59,18.12,16.66,16.92,18.66,17.71
4119,P,72.0,4.0,12.0,8.42,5.91,9.71,4.58,6.25,2.17,9.17,4.83,7.12,4.0,7.58
4120,P,72.0,4.0,13.0,6.75,6.67,6.04,2.33,4.79,0.79,5.46,2.46,2.67,1.96,6.25
4121,N,72.0,4.0,14.0,19.29,9.29,13.46,9.17,13.46,8.67,13.92,11.71,13.42,12.38,15.83
4122,P,72.0,4.0,15.0,7.83,5.88,8.46,4.92,8.5,3.96,9.5,4.88,8.21,6.08,10.34
4123,P,72.0,4.0,16.0,5.79,5.17,4.08,3.37,7.38,3.42,6.25,4.79,5.63,3.79,9.29
4124,P,72.0,4.0,17.0,6.29,2.58,4.83,3.25,4.96,1.79,5.46,3.21,5.17,4.5,5.96
4125,P,72.0,4.0,18.0,9.21,2.17,5.37,3.5,4.5,1.75,7.75,3.29,5.33,6.83,4.79
4126,P,72.0,4.0,19.0,7.04,3.17,13.29,3.29,4.71,3.67,6.34,2.62,4.54,2.21,7.54
4127,P,72.0,4.0,20.0,8.38,3.54,14.04,3.88,5.54,3.54,6.29,3.42,5.66,3.92,4.63
4128,P,72.0,4.0,21.0,8.79,6.58,10.34,4.71,5.37,2.62,6.71,5.54,5.71,6.63,6.54
4129,P,72.0,4.0,22.0,13.42,11.29,23.16,8.58,11.58,7.25,12.42,9.46,9.25,9.25,13.59
4130,P,72.0,4.0,23.0,7.96,7.67,22.58,6.79,7.25,5.41,8.71,7.33,6.79,4.04,9.67
4131,P,72.0,4.0,24.0,10.13,6.75,22.08,6.0,8.42,6.79,11.34,5.58,7.92,5.33,9.83
4132,P,72.0,4.0,25.0,7.0,4.67,9.29,2.58,4.21,1.83,5.21,3.96,4.42,2.17,5.5
4133,P,72.0,4.0,26.0,12.17,7.58,8.54,4.54,6.71,3.71,8.0,5.66,6.38,7.87,7.67
4134,P,72.0,4.0,27.0,13.04,8.63,10.21,5.91,6.29,3.92,9.17,5.88,8.12,8.92,9.21
4135,N,72.0,4.0,28.0,14.79,10.92,12.92,6.75,12.33,8.29,13.0,11.96,11.38,12.46,19.08
4136,N,72.0,4.0,29.0,16.88,16.29,13.46,8.29,14.09,10.04,15.04,13.17,13.83,12.54,16.66
4137,P,72.0,4.0,30.0,13.62,12.87,15.37,6.29,10.83,5.58,11.5,8.58,8.58,8.58,16.04
4138,P,72.0,5.0,1.0,12.62,12.92,11.42,4.88,11.0,3.46,6.67,4.04,5.13,4.96,11.92
4139,P,72.0,5.0,2.0,13.79,11.5,5.63,3.88,9.33,3.88,4.5,6.58,4.46,5.09,11.83
4140,P,72.0,5.0,3.0,18.88,12.17,11.42,8.21,9.79,5.79,9.62,9.0,8.63,8.12,12.87
4141,P,72.0,5.0,4.0,17.41,11.71,20.3,8.92,9.59,4.88,9.83,9.54,8.0,10.41,12.04
4142,P,72.0,5.0,5.0,8.29,6.29,20.25,6.34,5.17,3.92,9.71,2.54,6.58,7.12,6.21
4143,P,72.0,5.0,6.0,9.5,5.54,8.08,2.29,6.29,1.0,3.17,3.29,1.75,1.29,7.87
4144,P,72.0,5.0,7.0,13.5,7.79,12.33,6.0,8.29,4.96,8.17,7.04,7.25,6.87,9.13
4145,N,72.0,5.0,8.0,22.13,16.0,19.08,10.17,15.41,10.67,15.09,13.08,11.87,15.29,17.33
4146,N,72.0,5.0,9.0,21.71,14.04,17.79,7.87,15.04,8.83,10.0,10.25,11.25,10.21,16.83
4147,P,72.0,5.0,10.0,13.62,11.5,8.79,5.41,12.12,7.58,8.67,9.08,7.96,5.41,14.54
4148,N,72.0,5.0,11.0,19.75,14.5,12.67,6.21,12.17,7.08,7.67,8.12,8.08,8.87,14.0
4149,N,72.0,5.0,12.0,13.96,10.29,12.67,6.87,10.96,5.58,8.87,10.08,8.83,8.54,16.21
4150,N,72.0,5.0,13.0,13.33,11.67,25.62,8.96,9.96,6.75,10.88,11.79,8.58,12.25,17.71
4151,N,72.0,5.0,14.0,14.12,14.04,22.17,8.83,10.58,9.04,10.41,12.12,9.62,12.87,17.41
4152,N,72.0,5.0,15.0,15.87,11.58,15.92,8.96,9.67,6.38,11.67,8.96,9.67,12.33,11.92
4153,P,72.0,5.0,16.0,8.58,4.33,7.21,3.04,5.29,2.0,4.21,3.79,3.83,2.75,11.71
4154,P,72.0,5.0,17.0,6.0,7.0,6.92,2.04,5.58,0.96,4.71,6.58,1.87,2.67,6.71
4155,P,72.0,5.0,18.0,10.79,9.29,10.37,5.63,8.79,3.71,3.21,3.92,4.0,2.71,6.83
4156,P,72.0,5.0,19.0,9.79,9.83,13.33,8.42,10.63,8.63,8.87,8.75,9.04,10.37,11.38
4157,P,72.0,5.0,20.0,7.12,7.5,11.25,3.96,8.79,2.67,10.04,4.58,6.79,8.54,8.17
4158,N,72.0,5.0,21.0,15.09,11.67,13.37,5.58,11.29,6.17,9.5,9.75,7.38,9.92,15.0
4159,P,72.0,5.0,22.0,20.0,16.29,12.29,9.46,14.83,9.87,8.08,11.25,10.34,10.71,19.33
4160,N,72.0,5.0,23.0,20.17,13.79,18.12,12.04,15.63,10.13,12.25,11.87,12.54,14.96,17.96
4161,N,72.0,5.0,24.0,22.67,21.46,18.08,10.04,20.54,12.12,13.33,17.88,15.21,15.92,27.16
4162,N,72.0,5.0,25.0,25.12,21.17,21.17,13.79,23.09,15.54,19.75,17.0,16.96,16.17,28.12
4163,N,72.0,5.0,26.0,28.79,26.0,23.63,16.83,33.04,17.88,24.5,20.41,21.62,17.79,27.71
4164,N,72.0,5.0,27.0,23.42,14.42,16.92,13.25,17.96,12.75,18.0,14.17,16.46,15.41,17.33
4165,N,72.0,5.0,28.0,17.88,15.37,15.5,9.0,19.29,10.37,15.0,15.67,13.59,13.29,24.58
4166,N,72.0,5.0,29.0,21.84,19.55,17.83,12.46,23.58,13.13,20.08,17.92,17.33,17.5,26.38
4167,N,72.0,5.0,30.0,19.08,15.59,13.37,12.25,20.04,12.83,19.55,16.33,16.62,16.42,20.04
4168,P,72.0,5.0,31.0,10.04,6.92,8.46,5.63,9.92,5.83,7.96,7.21,9.33,7.83,10.13
4169,P,72.0,6.0,1.0,5.58,5.25,5.91,2.17,4.92,1.58,3.25,4.12,4.08,4.38,11.58
4170,N,72.0,6.0,2.0,16.13,15.21,13.92,6.83,13.75,9.08,10.63,13.25,11.25,12.54,21.21
4171,N,72.0,6.0,3.0,13.79,10.21,11.83,5.71,11.08,8.25,11.38,8.96,8.83,10.96,19.0
4172,P,72.0,6.0,4.0,6.29,7.54,4.75,2.62,6.42,4.54,4.58,7.67,4.71,7.71,16.04
4173,P,72.0,6.0,5.0,9.96,6.38,11.38,4.88,3.83,5.0,5.96,5.04,4.21,4.08,9.17
4174,P,72.0,6.0,6.0,10.21,7.08,10.83,5.79,6.67,3.46,6.92,4.12,4.29,3.92,7.41
4175,P,72.0,6.0,7.0,15.71,10.21,9.25,7.29,9.29,6.92,9.04,7.58,8.96,9.67,10.58
4176,P,72.0,6.0,8.0,9.29,11.0,8.29,5.09,9.75,5.83,9.04,5.66,6.79,5.33,12.12
4177,P,72.0,6.0,9.0,14.96,15.5,6.58,5.66,11.04,7.58,7.5,11.04,7.96,8.87,16.71
4178,N,72.0,6.0,10.0,16.79,14.04,11.08,8.71,12.04,7.25,9.0,10.92,10.5,14.37,15.09
4179,P,72.0,6.0,11.0,9.5,9.79,8.25,3.08,5.54,1.87,6.0,3.21,2.83,5.66,7.21
4180,P,72.0,6.0,12.0,10.04,13.92,3.63,2.37,8.21,5.46,4.71,7.83,5.21,6.83,10.83
4181,P,72.0,6.0,13.0,12.21,11.96,17.25,7.83,8.25,6.42,9.08,9.33,6.54,7.0,12.21
4182,P,72.0,6.0,14.0,8.0,6.75,9.25,5.37,6.42,3.04,3.08,5.46,5.37,4.88,7.17
4183,P,72.0,6.0,15.0,10.71,8.75,5.46,5.09,7.71,4.33,6.92,6.38,5.5,6.25,8.42
4184,P,72.0,6.0,16.0,7.38,5.37,6.17,3.29,6.54,4.17,3.54,6.17,4.88,4.0,12.17
4185,N,72.0,6.0,17.0,20.75,18.29,18.46,10.13,16.5,13.13,15.04,16.38,12.87,15.37,23.42
4186,N,72.0,6.0,18.0,16.66,12.38,12.08,9.71,15.12,10.41,13.0,12.87,11.58,11.25,17.25
4187,P,72.0,6.0,19.0,14.67,12.92,8.75,7.0,12.79,9.33,11.63,9.59,9.29,9.29,14.79
4188,N,72.0,6.0,20.0,19.0,15.71,14.25,7.17,15.29,10.71,10.83,13.67,10.54,12.08,22.46
4189,N,72.0,6.0,21.0,15.59,14.04,15.59,10.21,16.75,12.83,18.38,14.88,15.71,14.21,21.25
4190,N,72.0,6.0,22.0,15.75,12.75,11.21,10.5,15.83,12.04,15.29,15.21,15.54,15.04,18.63
4191,N,72.0,6.0,23.0,10.37,8.96,9.38,6.04,12.67,8.25,12.58,6.17,11.0,8.67,14.92
4192,P,72.0,6.0,24.0,11.58,9.71,12.42,5.54,11.5,7.71,11.17,9.42,9.92,10.13,16.79
4193,N,72.0,6.0,25.0,11.58,9.59,13.33,5.21,10.63,7.75,8.21,11.5,8.21,10.83,19.55
4194,P,72.0,6.0,26.0,5.63,6.87,9.75,5.58,7.0,4.67,5.91,7.29,5.37,6.5,14.12
4195,P,72.0,6.0,27.0,9.71,10.04,7.04,6.25,8.87,6.63,8.71,5.79,6.42,5.09,9.79
4196,P,72.0,6.0,28.0,4.63,7.83,9.54,4.96,9.17,6.63,7.87,6.79,7.92,6.38,12.67
4197,P,72.0,6.0,29.0,6.92,9.21,7.04,3.46,5.25,3.33,5.09,5.09,4.67,4.75,14.83
4198,N,72.0,6.0,30.0,14.83,13.29,13.21,7.12,12.83,9.38,9.79,11.96,10.96,12.0,21.84
4199,N,72.0,7.0,1.0,11.83,11.87,8.08,6.04,13.04,9.29,12.71,9.71,10.63,8.04,17.29
4200,P,72.0,7.0,2.0,9.0,10.08,8.63,5.21,9.42,7.04,9.04,5.88,8.54,7.21,9.17
4201,P,72.0,7.0,3.0,14.5,13.92,13.25,6.04,13.92,6.42,8.75,4.29,7.83,3.79,6.87
4202,P,72.0,7.0,4.0,14.58,10.04,16.58,5.17,10.34,6.0,7.62,4.92,7.92,4.33,11.71
4203,N,72.0,7.0,5.0,7.58,9.04,8.46,5.04,9.71,6.13,8.42,6.46,8.96,5.75,13.37
4204,P,72.0,7.0,6.0,9.17,11.5,8.29,2.83,10.13,5.33,5.0,8.08,5.91,5.17,12.96
4205,P,72.0,7.0,7.0,12.46,8.71,12.25,5.91,11.63,7.54,10.92,6.04,10.83,7.83,11.67
4206,P,72.0,7.0,8.0,6.79,7.17,5.71,2.33,7.5,3.88,4.17,5.04,6.38,4.0,12.17
4207,N,72.0,7.0,9.0,11.79,12.96,9.08,5.58,12.38,8.25,9.92,8.92,10.21,7.25,15.71
4208,N,72.0,7.0,10.0,13.92,14.46,12.75,7.87,18.05,10.92,15.25,11.17,13.46,11.21,18.58
4209,P,72.0,7.0,11.0,9.5,8.42,9.08,3.58,7.75,4.63,8.04,5.71,7.21,4.63,11.58
4210,N,72.0,7.0,12.0,10.04,10.08,11.87,6.08,9.87,6.5,7.29,9.08,8.5,8.17,14.46
4211,P,72.0,7.0,13.0,3.25,7.12,6.46,3.08,4.38,3.0,3.79,4.67,4.12,3.96,7.71
4212,P,72.0,7.0,14.0,2.75,3.96,4.5,1.21,3.17,1.0,2.5,2.92,2.88,0.67,9.08
4213,P,72.0,7.0,15.0,4.75,1.96,9.42,1.54,2.33,2.67,3.54,1.33,4.75,1.38,4.5
4214,P,72.0,7.0,16.0,6.25,3.92,15.0,4.04,3.79,4.21,4.33,2.42,6.34,2.62,7.54
4215,P,72.0,7.0,17.0,11.54,5.37,19.04,5.46,6.63,6.29,6.58,5.58,7.92,5.13,9.33
4216,P,72.0,7.0,18.0,12.67,4.71,17.04,4.5,6.38,8.0,9.96,5.66,8.58,3.54,10.29
4217,P,72.0,7.0,19.0,3.37,0.96,9.92,2.79,3.63,2.42,4.08,2.13,4.79,1.83,9.71
4218,P,72.0,7.0,20.0,2.13,3.08,10.25,2.33,5.46,1.63,3.67,5.21,3.79,1.71,12.0
4219,P,72.0,7.0,21.0,3.0,1.42,10.46,2.5,4.83,2.88,3.08,2.67,4.29,2.58,12.87
4220,P,72.0,7.0,22.0,4.38,2.5,7.87,3.79,4.08,1.17,3.21,0.67,2.62,0.79,5.21
4221,P,72.0,7.0,23.0,4.42,3.92,5.0,2.37,5.75,1.75,4.29,2.13,4.0,1.46,3.33
4222,P,72.0,7.0,24.0,6.92,3.96,5.09,2.46,6.38,1.38,5.46,5.0,4.42,4.08,11.83
4223,P,72.0,7.0,25.0,4.17,3.63,3.88,3.58,4.63,0.54,4.21,2.67,3.63,1.5,12.87
4224,P,72.0,7.0,26.0,4.54,2.58,9.87,2.25,3.46,1.21,4.04,1.33,4.38,1.29,6.5
4225,P,72.0,7.0,27.0,4.71,3.54,5.79,1.29,4.17,0.79,2.33,2.21,1.92,0.96,5.25
4226,P,72.0,7.0,28.0,7.96,5.5,5.5,3.46,5.75,2.62,3.75,3.54,6.0,1.87,8.71
4227,P,72.0,7.0,29.0,7.62,6.29,7.5,4.17,4.33,3.21,6.17,1.71,5.75,3.25,7.79
4228,P,72.0,7.0,30.0,10.92,13.54,8.33,4.54,10.71,5.25,5.09,7.41,7.08,4.71,14.83
4229,P,72.0,7.0,31.0,22.42,19.41,9.0,8.0,15.83,7.29,8.33,10.67,10.13,6.29,17.25
4230,N,72.0,8.0,1.0,21.87,15.16,17.37,11.46,13.79,10.75,12.42,10.37,13.0,10.92,15.41
4231,N,72.0,8.0,2.0,14.88,10.46,8.25,7.25,10.08,5.13,11.5,8.33,10.71,10.17,13.08
4232,P,72.0,8.0,3.0,12.29,8.63,11.29,4.04,5.33,2.46,8.63,5.37,6.34,4.71,12.42
4233,N,72.0,8.0,4.0,13.62,11.08,10.75,8.12,13.62,10.21,17.54,11.54,13.17,10.79,13.08
4234,P,72.0,8.0,5.0,11.46,12.46,11.42,6.34,9.21,6.63,11.21,8.08,9.08,7.0,14.62
4235,P,72.0,8.0,6.0,14.04,13.75,13.25,7.33,10.13,6.25,9.83,8.92,6.21,7.38,17.08
4236,P,72.0,8.0,7.0,13.88,10.71,14.12,7.08,10.13,8.21,12.62,8.92,10.17,8.04,11.5
4237,P,72.0,8.0,8.0,14.79,12.58,11.0,8.25,13.21,8.04,14.12,9.71,11.96,10.54,12.67
4238,N,72.0,8.0,9.0,6.92,7.75,6.92,4.67,8.12,6.08,9.87,6.83,8.71,6.38,11.83
4239,P,72.0,8.0,10.0,5.75,7.12,6.67,2.58,7.41,4.79,7.17,5.54,6.46,4.42,7.96
4240,N,72.0,8.0,11.0,11.46,14.17,7.87,5.66,8.67,6.38,6.92,9.21,8.08,6.75,21.37
4241,N,72.0,8.0,12.0,15.96,9.17,10.41,6.92,8.08,9.59,9.92,7.41,10.58,12.12,10.71
4242,P,72.0,8.0,13.0,6.04,4.79,4.5,1.96,1.87,0.87,3.92,1.17,2.5,1.71,5.0
4243,P,72.0,8.0,14.0,6.17,5.91,5.63,3.04,3.54,2.17,7.04,4.42,4.88,4.08,9.33
4244,P,72.0,8.0,15.0,7.83,5.63,7.92,3.0,4.58,1.67,6.67,2.25,4.25,2.54,7.21
4245,N,72.0,8.0,16.0,8.29,7.46,10.29,5.04,8.75,7.29,11.54,10.88,10.41,8.63,18.91
4246,N,72.0,8.0,17.0,17.37,10.25,12.71,9.21,11.83,9.13,15.12,11.25,13.08,10.63,13.25
4247,P,72.0,8.0,18.0,9.96,5.04,8.08,3.42,5.37,4.25,8.87,3.5,7.75,6.38,8.38
4248,P,72.0,8.0,19.0,4.92,2.13,6.29,1.75,5.54,3.92,8.58,3.79,6.79,4.0,12.79
4249,P,72.0,8.0,20.0,10.34,6.87,7.17,4.08,8.0,5.41,8.25,5.21,8.12,5.41,6.29
4250,P,72.0,8.0,21.0,5.83,3.75,7.79,1.63,2.04,0.75,4.29,1.13,2.62,2.67,3.17
4251,P,72.0,8.0,22.0,3.75,2.21,4.67,1.42,1.54,0.92,2.62,1.42,2.79,1.42,3.5
4252,P,72.0,8.0,23.0,7.21,2.96,5.5,2.88,2.92,3.0,7.92,4.04,5.33,4.71,7.29
4253,P,72.0,8.0,24.0,7.25,1.96,9.62,3.42,1.63,1.79,5.0,2.54,4.88,4.12,4.21
4254,P,72.0,8.0,25.0,7.62,2.33,17.83,3.29,3.63,5.09,5.88,3.17,6.34,3.29,8.17
4255,P,72.0,8.0,26.0,8.04,1.42,9.54,1.25,2.17,1.38,6.71,2.54,6.0,3.54,5.79
4256,P,72.0,8.0,27.0,10.34,2.54,10.41,3.33,5.5,2.71,6.13,4.25,6.08,3.13,4.38
4257,P,72.0,8.0,28.0,8.17,5.09,11.42,2.25,4.0,2.04,6.83,2.92,6.13,3.92,4.42
4258,P,72.0,8.0,29.0,6.08,1.63,8.12,2.13,3.92,1.5,6.92,2.62,6.21,5.37,3.21
4259,P,72.0,8.0,30.0,5.37,4.08,9.62,2.67,3.13,0.08,4.88,2.13,2.83,1.25,3.79
4260,P,72.0,8.0,31.0,7.0,2.46,16.04,2.29,3.46,3.04,5.33,2.17,4.92,2.13,6.54
4261,P,72.0,9.0,1.0,8.83,1.92,12.67,2.92,2.5,1.29,3.67,1.79,4.46,1.67,3.75
4262,P,72.0,9.0,2.0,6.08,4.67,11.17,3.13,2.58,2.08,4.75,2.58,4.0,2.71,6.63
4263,P,72.0,9.0,3.0,8.71,6.08,19.5,5.66,7.38,4.46,6.38,6.58,6.71,5.0,11.46
4264,P,72.0,9.0,4.0,4.58,5.83,18.46,5.71,6.29,4.29,5.91,6.83,5.21,3.17,13.17
4265,P,72.0,9.0,5.0,3.96,2.08,5.09,1.13,2.08,0.67,3.96,0.54,1.96,0.29,5.09
4266,P,72.0,9.0,6.0,8.54,4.88,8.67,3.0,4.79,2.67,5.96,4.33,4.67,4.63,11.29
4267,P,72.0,9.0,7.0,10.46,7.87,7.83,4.46,7.67,5.09,10.0,4.63,8.96,5.25,9.5
4268,P,72.0,9.0,8.0,10.54,10.71,19.62,3.42,5.13,2.58,6.17,2.54,3.58,2.58,6.54
4269,P,72.0,9.0,9.0,14.21,8.79,14.58,6.54,8.54,4.67,10.67,4.71,9.46,7.38,10.83
4270,N,72.0,9.0,10.0,10.46,7.38,8.04,4.21,7.62,6.21,11.58,5.37,9.21,7.54,12.17
4271,P,72.0,9.0,11.0,9.83,9.29,8.25,4.83,8.25,6.58,12.38,6.13,9.92,7.04,12.58
4272,N,72.0,9.0,12.0,9.96,6.79,6.92,5.0,6.17,4.08,10.67,5.37,9.17,6.17,10.63
4273,N,72.0,9.0,13.0,13.33,10.17,9.59,6.0,9.08,5.54,10.13,6.75,8.83,7.04,12.67
4274,P,72.0,9.0,14.0,6.54,4.67,13.62,3.58,3.42,0.87,5.0,0.96,3.37,1.08,5.66
4275,P,72.0,9.0,15.0,5.33,2.67,5.37,1.54,1.92,1.42,4.54,1.96,2.33,0.79,3.79
4276,P,72.0,9.0,16.0,6.96,3.33,7.0,2.75,3.25,2.0,7.58,2.88,6.0,1.63,6.58
4277,P,72.0,9.0,17.0,7.21,5.63,9.13,2.75,4.42,1.0,3.88,5.17,2.37,0.71,5.41
4278,P,72.0,9.0,18.0,7.75,4.46,8.0,2.71,2.17,0.96,4.5,2.46,2.21,1.33,3.58
4279,P,72.0,9.0,19.0,6.79,4.42,12.42,3.08,1.87,1.17,5.83,2.83,2.79,1.38,2.83
4280,P,72.0,9.0,20.0,5.25,6.58,7.41,2.37,4.17,3.88,6.17,9.59,4.71,6.87,14.42
4281,P,72.0,9.0,21.0,6.63,7.92,8.87,3.21,3.46,2.33,7.08,5.75,4.75,5.33,9.29
4282,P,72.0,9.0,22.0,6.63,7.17,6.17,1.04,3.54,2.21,4.38,5.17,3.25,0.75,8.5
4283,P,72.0,9.0,23.0,16.0,12.96,11.87,3.46,5.41,5.5,7.87,8.42,8.0,3.96,9.33
4284,P,72.0,9.0,24.0,12.75,12.62,13.33,4.46,8.08,4.88,10.29,8.79,8.04,4.42,7.38
4285,P,72.0,9.0,25.0,11.42,11.08,10.75,3.37,5.88,3.88,6.63,6.21,5.21,4.71,8.54
4286,P,72.0,9.0,26.0,8.79,9.79,6.25,1.5,3.08,1.71,3.54,3.71,2.0,2.29,6.17
4287,P,72.0,9.0,27.0,4.63,5.63,3.42,1.0,2.25,1.17,3.5,2.17,1.71,0.46,4.71
4288,P,72.0,9.0,28.0,6.29,9.13,5.58,1.79,5.71,3.63,2.54,6.0,3.54,4.38,13.08
4289,N,72.0,9.0,29.0,15.92,14.88,11.71,7.5,10.54,9.25,8.33,11.92,9.13,10.13,24.54
4290,N,72.0,9.0,30.0,23.04,16.62,15.63,11.63,12.42,11.34,11.5,15.09,13.29,14.46,21.25
4291,N,72.0,10.0,1.0,14.17,12.62,11.17,6.38,11.29,8.25,11.42,10.37,9.21,9.25,15.04
4292,P,72.0,10.0,2.0,9.59,6.5,10.25,3.96,2.46,2.29,9.13,7.0,7.71,4.63,7.67
4293,P,72.0,10.0,3.0,10.41,3.54,5.75,1.25,1.42,0.33,3.5,2.75,4.08,1.08,3.17
4294,P,72.0,10.0,4.0,10.54,5.17,8.71,1.29,1.79,0.46,4.04,3.33,4.17,1.67,3.46
4295,P,72.0,10.0,5.0,18.88,16.66,11.92,5.21,9.42,5.41,7.04,10.0,9.5,7.04,13.0
4296,P,72.0,10.0,6.0,15.12,12.79,7.62,3.46,8.12,4.54,5.75,7.46,6.63,5.83,9.5
4297,P,72.0,10.0,7.0,10.88,12.79,10.58,5.66,9.38,6.21,5.5,7.46,6.92,5.33,11.08
4298,N,72.0,10.0,8.0,16.71,14.17,15.92,10.13,11.38,10.25,10.08,11.79,12.54,14.09,14.96
4299,P,72.0,10.0,9.0,10.41,10.88,11.54,5.46,6.17,4.29,7.71,6.0,7.0,6.79,10.17
4300,N,72.0,10.0,10.0,13.75,13.33,10.83,5.46,7.92,4.38,9.38,10.17,7.75,7.33,18.71
4301,P,72.0,10.0,11.0,8.71,9.08,12.62,4.96,6.63,5.09,11.25,7.67,7.79,5.58,13.5
4302,P,72.0,10.0,12.0,8.67,6.38,11.54,2.37,3.88,2.17,5.75,4.67,3.29,2.08,8.38
4303,P,72.0,10.0,13.0,7.17,5.83,13.17,3.71,2.79,3.33,5.91,3.13,4.46,1.79,3.88
4304,P,72.0,10.0,14.0,9.0,6.83,16.17,5.5,5.58,4.83,8.87,6.54,6.75,4.17,8.92
4305,P,72.0,10.0,15.0,12.71,7.87,13.46,5.04,6.38,4.83,10.29,8.54,7.5,5.13,8.67
4306,P,72.0,10.0,16.0,11.58,6.79,12.38,4.0,5.13,3.04,6.75,5.54,4.63,2.88,6.13
4307,P,72.0,10.0,17.0,8.79,5.91,14.83,4.92,7.29,3.58,10.5,7.38,7.04,3.04,6.25
4308,P,72.0,10.0,18.0,11.87,6.75,15.46,5.83,6.83,3.71,11.34,7.41,7.41,1.87,5.09
4309,P,72.0,10.0,19.0,8.63,7.96,13.62,4.92,5.63,1.54,5.83,6.29,5.13,3.63,9.13
4310,N,72.0,10.0,20.0,9.17,7.5,16.25,5.5,5.21,2.96,9.08,6.58,6.75,6.96,11.67
4311,N,72.0,10.0,21.0,8.46,5.13,10.96,4.67,5.75,4.71,10.88,8.04,8.75,5.79,12.17
4312,N,72.0,10.0,22.0,11.46,12.58,10.67,8.04,11.25,9.92,20.62,15.63,15.12,14.25,20.25
4313,N,72.0,10.0,23.0,10.0,12.83,8.79,6.63,9.83,7.08,14.0,10.54,10.67,9.79,13.83
4314,P,72.0,10.0,24.0,4.83,7.96,6.46,2.75,5.79,4.17,9.33,5.58,6.71,5.5,11.71
4315,N,72.0,10.0,25.0,11.83,11.34,8.87,4.21,9.21,5.83,9.17,10.25,8.71,9.25,19.38
4316,N,72.0,10.0,26.0,17.5,15.34,17.0,10.13,13.46,10.96,12.38,13.37,13.33,14.33,16.46
4317,P,72.0,10.0,27.0,11.92,14.09,13.0,5.09,7.38,4.08,8.33,8.33,5.33,5.04,15.83
