,binaryClass_cat,RollRate_num,PitchRate_num,currPitch_num,currRoll_num,diffRollRate_num
4328,P,0.0047,-0.0008,0.014,0.013,5e-05
4329,N,-0.0073,-0.0026,0.006,0.009,-0.00024
4330,P,0.006,-0.0036,0.006,-0.034,0.00034
4331,P,0.0027,0.0032,0.006,-0.007,-0.00012
4332,N,-0.0041,0.0042,0.017,-0.009,-0.00022
4333,P,0.0028,0.0017,0.004,-0.005,0.0
4334,P,0.0019,0.0007,0.015,0.01,-4e-05
4335,N,-0.0036,-0.0005,0.014,0.007,-9e-05
4336,P,0.0007,0.0016,0.002,0.009,-3e-05
4337,N,-0.0024,0.0029,0.012,-0.01,3e-05
4338,P,0.0041,0.0007,0.014,-0.008,0.00016
4339,P,0.0038,0.0007,0.015,0.01,-5e-05
4340,P,0.0043,-0.0003,0.007,0.015,-1e-05
4341,N,-0.0054,0.001,0.008,0.007,-5e-05
4342,N,-0.0027,0.0008,0.008,-0.01,0.0001
4343,P,0.0042,0.0005,0.007,-0.008,0.0002
4344,P,0.004,0.0017,0.009,0.01,5e-05
4345,N,-0.008,0.0018,0.015,0.01,-0.00044
4346,N,-0.0042,-0.0006,0.012,-0.029,0.00036
4347,P,0.0075,-0.0016,0.004,-0.024,0.00032
4348,P,0.0097,0.001,0.003,-0.004,1e-05
4349,P,0.0049,0.0035,0.008,0.013,-0.0004
4350,N,-0.0051,0.0039,0.015,0.013,-0.0005
4351,N,-0.0085,0.002,0.019,0.001,-7e-05
4352,N,-0.007,0.0008,0.019,-0.012,0.00014
4353,N,0.0017,-0.0002,0.03,-0.02,0.00018
4354,P,0.0081,-0.0034,0.015,-0.004,0.00019
4355,P,0.009,-0.0003,0.007,0.024,-3e-05
4356,N,-0.009,0.0019,0.013,0.026,-0.00024
4357,N,-0.0064,0.0005,0.015,-0.011,0.00023
4358,P,0.0062,0.0006,0.013,-0.011,0.00019
4359,P,0.0082,-0.0001,0.011,0.03,-5e-05
4360,P,0.0033,0.0004,0.011,0.045,-0.00026
4361,N,-0.005,0.0008,0.012,0.043,-0.00034
4362,N,-0.009,0.0006,0.012,0.021,-6e-05
4363,N,-0.0077,0.0007,0.012,-0.01,0.00013
4364,P,0.0038,-0.0001,0.009,-0.024,0.00025
4365,P,0.0063,0.0001,0.007,-0.012,6e-05
4366,N,-0.0055,-0.0001,0.01,0.006,-5e-05
4367,N,0.0001,-0.0011,0.002,-0.009,0.00012
4368,P,0.0046,0.0032,0.006,0.0,9e-05
4369,N,-0.0036,-0.0013,0.013,0.006,-6e-05
4370,N,-0.0017,0.0021,0.01,-0.01,-5e-05
4371,P,0.0033,0.0017,0.011,-0.007,7e-05
4372,P,0.0034,0.0,0.011,0.011,6e-05
4373,N,-0.0064,-0.0001,0.002,-0.014,-1e-05
4374,N,-0.0086,0.0002,0.008,-0.012,0.00017
4375,P,0.0096,0.002,0.006,-0.007,0.00019
4376,P,0.0102,0.0023,0.009,0.01,-5e-05
4377,N,0.005,0.0031,0.013,0.026,-0.00035
4378,N,-0.0055,0.0009,0.016,0.023,-0.0002
4379,P,0.0012,0.0,0.007,0.009,-7e-05
4380,N,-0.0072,0.0018,0.009,0.003,-0.00033
4381,P,0.0057,0.0011,0.003,-0.013,0.00032
4382,P,0.0038,0.0036,0.011,0.01,-0.00024
4383,N,-0.0107,0.0021,0.016,-0.002,-0.00037
4384,P,0.0084,0.0004,0.005,-0.021,0.00033
4385,N,-0.0055,0.0004,0.012,0.008,-0.00029
4386,N,-0.0065,-0.001,0.013,-0.006,-0.00021
4387,N,0.0038,0.0044,-0.001,-0.017,7e-05
4388,N,0.0052,0.003,0.001,-0.011,0.0001
4389,P,0.0083,0.0025,0.005,0.004,0.00012
4390,N,-0.007,0.0024,0.016,0.015,-0.00026
4391,P,0.009,-0.0006,0.01,-0.024,0.00023
4392,N,-0.0048,0.0005,0.008,0.002,-0.00021
4393,N,-0.0067,0.0012,0.01,-0.013,-3e-05
4394,P,0.0062,-0.0005,0.007,-0.022,0.00028
4395,N,-0.0047,0.0004,0.008,-0.01,-0.00011
4396,P,0.0077,0.0012,0.01,-0.01,0.00029
4397,P,0.0056,0.0009,0.013,0.019,-0.00033
4398,N,-0.0055,0.0007,0.014,0.019,-0.0004
4399,N,-0.0097,-0.0008,0.011,0.008,-0.00024
4400,P,0.0039,-0.0016,0.0,-0.019,0.00036
4401,P,0.008,0.0011,0.001,-0.011,0.00025
4402,P,0.0042,0.0022,0.006,0.013,-0.00019
4403,N,-0.0059,0.0026,0.012,0.011,-0.00033
4404,P,0.005,0.0003,0.011,-0.001,0.00025
4405,P,0.0057,0.0008,0.012,0.015,-3e-05
4406,P,-0.0001,0.0,0.01,0.028,-0.00014
4407,N,-0.0066,0.0005,0.01,0.02,-0.00026
4408,P,0.0043,-0.0008,0.006,0.003,0.00028
4409,P,0.0057,0.0005,0.006,0.013,-2e-05
4410,P,0.0042,-0.0003,0.009,0.009,6e-05
4411,N,-0.0066,0.0004,0.007,0.006,-0.00015
4412,P,0.0051,-0.001,0.013,-0.011,0.0002
4413,N,-0.0073,-0.0011,0.006,-0.008,-0.0002
4414,P,0.0068,0.0027,0.012,-0.023,0.00026
4415,N,-0.0047,-0.0005,0.01,-0.01,-9e-05
4416,P,0.0076,-0.0005,0.004,-0.008,0.00026
4417,P,0.0106,0.0002,0.003,0.005,0.00018
4418,N,-0.0078,0.0008,0.008,0.019,-0.00069
4419,N,-0.0144,0.0015,0.009,-0.003,-0.00019
4420,P,0.0061,0.0001,0.004,-0.039,0.00053
4421,P,0.0109,0.0043,0.005,-0.024,9e-05
4422,N,0.0048,0.0052,0.019,0.014,-0.00036
4423,N,-0.0034,-0.001,0.016,0.015,-0.00023
4424,P,0.006,-0.0007,0.008,0.009,0.00028
4425,N,-0.0113,0.0006,0.013,0.009,-0.00056
4426,P,0.0095,-0.001,0.005,-0.021,0.00047
4427,P,0.0098,0.0034,0.011,0.011,-0.0003
4428,N,-0.0066,-0.001,0.016,0.017,-0.00037
4429,P,0.0052,-0.0015,0.003,-0.009,0.00035
4430,P,0.0035,0.0041,0.006,0.01,-0.00012
4431,N,-0.0055,0.0006,0.011,0.005,-0.00014
4432,P,0.0077,0.0007,0.003,0.011,0.00015
4433,N,-0.0056,-0.0002,0.007,0.025,-9e-05
4434,P,0.0038,0.0047,0.005,0.014,7e-05
4435,N,-0.0101,0.0009,0.012,0.004,-0.00032
4436,N,-0.0102,0.0004,0.012,-0.03,0.00012
4437,P,0.007,-0.0005,0.006,-0.041,0.00047
4438,P,0.0082,0.0013,0.017,0.011,7e-05
4439,N,-0.0082,-0.0011,0.01,0.02,-0.00029
4440,P,0.0043,0.0007,0.001,-0.008,0.00027
4441,N,-0.0084,0.0031,0.012,-0.011,-0.00031
4442,N,-0.0054,-0.0009,0.008,-0.032,0.00041
4443,P,0.0048,-0.0026,0.001,-0.033,0.00051
4444,P,0.0103,0.0038,0.004,-0.022,0.00032
4445,P,0.0026,0.0017,0.013,0.011,-0.00029
4446,N,-0.0086,0.0002,0.012,0.001,-0.00031
4447,P,0.0077,0.0066,-0.002,-0.008,9e-05
4448,N,-0.0081,0.0019,0.013,-0.011,-0.00016
4449,P,0.006,0.0002,0.011,-0.023,0.00015
4450,N,-0.0039,-0.0012,0.015,-0.001,-1e-05
4451,P,0.0035,-0.0008,0.006,-0.004,0.00012
4452,P,0.0045,0.002,0.005,0.017,-3e-05
4453,N,-0.0083,0.0017,0.012,0.004,-0.00014
4454,P,0.008,-0.0001,0.01,-0.007,0.00018
4455,P,0.0049,0.0009,0.01,0.013,-0.00029
4456,N,-0.0069,-0.0002,0.011,0.008,-0.00027
4457,N,-0.005,-0.0007,0.009,-0.01,0.00042
4458,P,0.0073,0.0005,0.006,-0.007,0.0004
4459,P,0.0075,0.0026,0.009,0.012,-0.00021
4460,N,-0.0106,-0.0012,0.015,0.009,-0.00045
4461,P,0.0092,-0.0007,0.01,-0.003,0.00015
4462,P,0.0087,0.0003,0.009,0.016,-9e-05
4463,P,0.0055,0.0025,0.01,0.027,-0.0003
4464,N,-0.008,-0.0007,0.01,0.023,-0.00036
4465,P,0.0051,0.0022,0.007,0.012,8e-05
4466,N,-0.0055,-0.0021,0.003,0.005,-6e-05
4467,P,0.006,0.0042,0.009,0.01,6e-05
4468,N,-0.0099,-0.0009,0.016,-0.006,-0.00012
4469,P,0.0052,-0.0022,0.004,-0.026,0.00044
4470,P,0.0102,0.0043,0.003,-0.015,0.00025
4471,P,0.0028,-0.0018,0.008,0.009,8e-05
4472,N,-0.0063,0.0011,0.0,0.005,-0.00021
4473,P,0.0017,0.0015,0.008,0.01,-4e-05
4474,N,-0.0033,0.0021,0.011,0.01,-0.00033
4475,N,-0.0068,0.0013,0.012,0.002,-0.0002
4476,P,0.0033,0.0013,0.01,-0.005,-0.00023
4477,N,-0.0056,-0.0005,0.008,-0.008,-0.00028
4478,P,0.0111,0.0006,0.007,-0.004,0.0003
4479,P,0.0095,0.0021,0.009,0.019,-0.00037
4480,N,-0.0045,0.0014,0.012,0.025,-0.00058
4481,P,0.0055,-0.0009,0.011,-0.007,0.00037
4482,P,0.0039,-0.0011,0.009,0.01,-0.00018
4483,N,-0.0068,-0.0005,0.005,0.006,-0.00033
4484,P,0.0069,-0.0004,0.008,-0.006,0.00034
4485,P,0.0069,0.0017,0.01,0.013,-8e-05
4486,N,-0.0038,-0.0012,0.001,0.024,-0.00019
4487,P,0.0012,0.004,0.01,0.01,-6e-05
4488,N,-0.0039,0.002,0.015,0.008,-0.00025
4489,N,-0.0011,-0.0004,0.013,-0.01,0.0002
4490,P,0.0038,-0.0001,0.012,-0.008,0.00024
4491,N,-0.0085,-0.0002,0.01,-0.011,-0.00026
4492,P,0.0071,0.0016,0.004,-0.025,0.00014
4493,N,-0.0016,0.0025,0.01,-0.01,-0.00035
4494,P,0.0082,-0.0017,0.01,-0.018,0.00019
4495,N,-0.0092,0.0007,0.008,-0.008,-0.00035
4496,N,-0.007,0.0011,0.009,-0.029,0.00036
4497,P,0.0095,0.0,0.01,-0.025,0.00039
4498,P,0.0049,0.0023,0.008,-0.007,0.00018
4499,N,-0.0076,0.0003,0.011,-0.012,-0.00013
4500,P,0.0065,0.0009,0.013,-0.024,0.00038
4501,P,0.0089,-0.0024,0.01,-0.006,1e-05
4502,N,-0.006,-0.0017,-0.003,0.002,-0.00023
4503,N,-0.0089,0.0026,-0.002,-0.01,-0.00015
4504,N,-0.0078,0.0052,0.007,-0.032,0.00012
4505,P,0.007,0.0014,0.014,-0.035,0.00027
4506,P,0.0102,-0.0023,0.009,-0.003,-1e-05
4507,P,0.005,-0.0014,0.006,0.012,-0.00039
4508,N,-0.0045,0.0008,0.003,0.013,-0.0006
4509,N,-0.0109,0.0036,0.006,0.002,-0.00026
4510,P,0.0078,0.0003,0.011,-0.024,0.00027
4511,N,-0.0064,0.0002,0.009,-0.006,-0.0006
4512,P,0.0109,-0.0004,0.008,-0.019,0.00043
4513,P,0.0048,0.0025,0.013,0.012,-0.00045
4514,N,-0.0095,-0.0009,0.01,0.006,-0.00052
4515,P,0.0068,0.0029,0.0,-0.017,0.00031
4516,P,0.0089,0.0038,0.01,0.013,-6e-05
4517,P,0.0037,-0.0039,0.013,0.029,-0.00024
4518,N,-0.0042,-0.0014,0.009,0.028,-0.00033
4519,N,-0.0076,0.0009,0.009,0.005,-2e-05
4520,N,-0.0046,0.0006,0.009,-0.01,0.00016
4521,P,0.0079,0.0015,0.009,0.011,7e-05
4522,N,-0.0082,0.0001,0.009,0.004,-6e-05
4523,N,-0.007,0.0003,0.006,-0.01,0.00014
4524,P,0.0052,0.0018,0.01,-0.006,4e-05
4525,P,0.0026,0.0,0.009,0.011,-8e-05
4526,N,-0.0078,0.0022,0.01,0.002,-0.00026
4527,P,0.009,0.0003,0.009,-0.007,0.00021
4528,P,0.0073,0.0013,0.01,0.013,-0.00025
4529,N,-0.01,-0.0002,0.008,0.006,-0.0003
4530,P,0.0085,0.0009,0.013,-0.021,0.00038
4531,P,0.0052,-0.0016,0.003,0.004,0.00021
4532,N,-0.0089,0.0036,0.013,0.004,-0.00028
4533,N,-0.009,-0.0014,0.012,-0.014,0.00031
4534,P,0.0049,0.0007,0.004,-0.02,0.00028
4535,P,0.0079,0.0007,0.004,-0.006,8e-05
4536,N,0.0042,0.0023,0.008,0.012,-0.00024
4537,N,-0.007,0.0015,0.01,0.01,-0.00029
4538,P,0.0076,0.0,0.007,-0.008,0.00035
4539,P,0.0086,0.0012,0.007,0.012,-0.00014
4540,P,-0.0043,0.0017,0.013,0.01,-0.00031
4541,N,-0.0049,-0.0031,0.007,-0.012,0.00024
4542,P,0.0096,0.0023,0.005,0.0,0.00027
4543,P,0.0089,0.0014,0.009,0.022,-0.00018
4544,N,0.0037,0.0009,0.012,0.033,-0.00043
4545,N,-0.0006,-0.0004,0.01,0.035,-0.0002
4546,N,-0.0043,0.0011,0.009,0.007,-5e-05
4547,N,0.0003,0.0009,0.01,-0.009,9e-05
4548,P,0.0085,0.0004,0.011,0.01,0.00015
4549,N,-0.0122,-0.0021,0.012,0.01,-0.00035
4550,P,0.0047,0.0035,0.003,-0.03,0.00046
4551,P,0.0002,0.0074,0.037,-0.008,0.00044
4552,P,0.0065,-0.0055,0.034,-0.003,0.00036
4553,N,-0.0087,-0.0004,0.015,0.001,-0.00018
4554,N,-0.0093,0.0018,0.014,-0.014,4e-05
4555,P,-0.0036,0.0039,0.017,-0.029,0.00028
4556,P,0.0066,0.003,0.017,-0.022,0.00017
4557,P,0.0051,0.0018,0.022,-0.001,0.00018
4558,N,0.005,0.0025,0.023,0.01,-7e-05
4559,P,0.0045,0.0002,0.021,0.017,-3e-05
4560,P,-0.0071,0.0037,0.016,-0.009,-4e-05
4561,P,0.003,0.0007,0.028,-0.033,0.00031
4562,P,0.0051,0.003,0.012,0.01,-0.0001
4563,N,-0.0094,0.0029,0.02,0.0,-0.00024
4564,P,0.005,0.0007,0.016,-0.026,0.00037
4565,P,0.009,0.0004,0.012,0.011,0.00015
4566,N,-0.0069,0.0,0.013,0.04,-0.00019
4567,N,-0.0028,0.004,0.019,-0.01,8e-05
4568,P,0.0064,0.0015,0.018,-0.006,0.00029
4569,P,0.0064,-0.0008,0.013,0.016,-9e-05
4570,N,-0.0061,0.0012,0.011,0.017,-0.00032
4571,N,-0.0101,0.0022,0.013,0.002,-0.00017
4572,P,0.0049,0.003,0.015,-0.003,4e-05
4573,P,0.0032,0.0001,0.013,0.01,5e-05
4574,N,-0.0059,0.0006,0.011,0.007,-0.00021
4575,N,-0.0058,0.002,0.013,0.007,-0.00019
4576,N,-0.0057,0.0009,0.011,-0.013,9e-05
4577,P,0.0022,-0.0004,0.01,0.01,-3e-05
4578,P,-0.0064,0.0002,0.005,0.004,-0.00025
4579,N,-0.0073,0.0041,0.013,-0.034,0.00012
4580,P,0.0075,0.0007,0.011,-0.04,0.00041
4581,P,0.0084,-0.0019,0.014,0.008,0.00015
4582,P,0.0076,0.0012,0.013,0.023,-0.00022
4583,N,-0.0069,0.0001,0.011,0.027,-0.00042
4584,P,0.006,0.0007,0.007,0.011,0.00029
4585,P,0.002,-0.001,0.009,0.027,-4e-05
4586,N,-0.0087,0.0023,0.01,0.011,-0.00018
4587,P,0.0045,0.0003,0.008,-0.006,0.00015
4588,N,-0.0069,0.002,0.01,-0.01,-0.00027
4589,P,0.0076,0.001,0.009,-0.025,0.00034
4590,N,0.0,0.0018,0.012,-0.01,0.00032
4591,P,0.0068,0.0004,0.01,-0.004,0.00037
4592,P,0.0031,0.0002,0.007,0.028,9e-05
4593,N,-0.0093,0.0016,0.007,0.019,-0.00037
4594,N,-0.0109,0.0021,0.009,-0.011,4e-05
4595,P,0.006,0.0001,0.004,-0.026,0.00049
4596,P,0.0114,0.0059,0.008,-0.007,3e-05
4597,P,0.006,-0.0004,0.016,0.015,-0.00023
4598,N,-0.0042,0.0011,0.017,0.018,-0.00039
4599,P,0.0041,-0.0015,0.007,0.005,0.00032
4600,P,0.007,0.0006,0.005,0.012,0.00016
4601,P,0.0065,0.0037,0.003,0.013,2e-05
4602,P,-0.0064,0.0,0.014,0.013,-0.00014
4603,N,-0.0116,0.0014,0.014,-0.009,-0.00019
4604,P,0.0067,0.0015,0.004,-0.032,0.00024
4605,P,0.0028,-0.0034,0.002,-0.004,0.00028
4606,N,-0.0056,0.0042,0.013,-0.012,-4e-05
4607,P,0.0057,0.0,0.016,-0.004,6e-05
4608,N,-0.0049,0.0004,0.01,0.0,-0.00018
4609,P,0.0036,0.002,0.007,-0.005,-1e-05
4610,N,-0.0075,0.0016,0.014,-0.018,-0.00012
4611,N,-0.0086,0.0008,0.012,-0.03,-6e-05
4612,P,0.0105,-0.0003,0.006,-0.031,0.00064
4613,N,-0.0046,0.0049,0.015,0.009,-0.00072
4614,N,-0.0109,0.0017,0.015,-0.003,-6e-05
4615,P,0.008,-0.0002,0.01,-0.009,0.00045
4616,P,0.0067,0.0022,0.011,0.014,-0.00024
4617,P,0.0023,0.0017,0.006,0.01,0.00019
4618,N,-0.0062,0.0022,0.012,0.003,-0.00013
4619,P,0.0051,0.0003,0.01,-0.004,0.00037
4620,P,0.0097,0.0015,0.01,0.015,0.00012
4621,P,0.005,0.0021,0.012,0.034,-0.00029
4622,P,-0.001,0.0004,0.012,0.038,-0.0004
4623,N,-0.0099,0.0003,0.013,0.027,-0.00039
4624,P,0.0102,0.003,0.01,0.009,0.00011
4625,P,0.0085,0.0043,0.014,0.031,-0.00018
4626,N,-0.0036,0.0025,0.018,0.037,-0.00011
4627,N,-0.0056,0.0007,0.011,0.017,-1e-05
4628,P,0.0043,0.0024,0.001,0.01,0.00014
4629,N,-0.0068,0.0057,0.012,0.008,-0.00022
4630,N,-0.0064,0.0035,0.014,-0.01,0.0001
4631,P,0.0077,0.0032,0.014,-0.004,0.00015
4632,N,-0.0051,0.0019,0.015,0.018,-0.00023
4633,N,-0.0075,0.0011,0.011,0.005,-7e-05
4634,P,0.0093,0.0057,0.0,0.012,0.0001
4635,P,0.0058,0.0063,0.009,0.032,-0.00025
4636,N,-0.0044,0.0002,0.02,-0.012,7e-05
4637,P,0.0036,0.0012,0.028,-0.015,0.0001
4638,P,0.0032,0.0013,0.019,0.01,-6e-05
4639,N,-0.0046,-0.0005,0.024,0.001,-5e-05
4640,N,-0.0037,0.0001,0.022,-0.013,6e-05
4641,P,0.0031,-0.001,0.015,-0.006,3e-05
4642,N,-0.0031,0.0009,0.018,-0.01,-1e-05
4643,N,-0.0061,0.0038,0.019,0.002,-7e-05
4644,P,0.0044,-0.0006,0.019,0.001,-1e-05
4645,N,-0.0039,0.0003,0.006,0.006,-0.00011
4646,N,-0.0007,0.0006,0.006,-0.01,7e-05
4647,P,0.0041,0.0028,0.013,-0.005,0.00014
4648,P,0.0037,0.0033,0.023,0.01,-7e-05
4649,N,-0.0052,-0.0004,0.019,0.004,-0.0001
4650,P,0.0055,-0.0005,0.011,-0.003,4e-05
4651,N,-0.0058,0.0005,0.01,0.003,-8e-05
4652,P,0.0058,-0.0016,0.013,-0.017,0.00012
4653,P,0.0017,-0.0007,0.006,0.011,-0.0001
4654,N,-0.0045,0.0022,0.01,0.007,-0.00022
4655,N,-0.0055,0.0025,0.017,-0.011,3e-05
4656,P,0.001,-0.0001,0.007,0.009,-6e-05
4657,N,-0.0039,0.0023,0.014,0.004,-0.00012
4658,N,-0.0019,0.0002,0.009,-0.013,6e-05
4659,P,0.0047,0.0018,0.011,-0.007,0.00013
4660,N,0.0028,0.0025,0.02,0.009,-9e-05
4661,N,-0.004,0.0002,0.014,0.006,-0.00012
4662,P,0.0039,0.0019,0.01,0.012,1e-05
4663,N,-0.0036,0.0016,0.012,-0.014,2e-05
4664,P,0.0064,0.0001,0.005,-0.002,7e-05
4665,P,0.0059,0.0007,0.006,0.016,-9e-05
4666,N,-0.0076,-0.0007,0.014,0.003,-9e-05
4667,P,0.0036,0.0011,0.011,-0.016,-1e-05
4668,N,0.0029,-0.0013,0.007,-0.005,0.00011
4669,P,0.0045,0.0016,0.0,0.007,8e-05
4670,N,-0.0067,0.0003,0.017,0.015,-0.00015
4671,P,0.0032,-0.0026,0.001,-0.006,-1e-05
4672,P,0.001,0.002,0.011,0.009,-1e-05
4673,N,-0.0021,-0.0017,-0.003,-0.03,0.00012
4674,P,0.0045,0.0032,0.007,-0.02,6e-05
4675,P,0.0031,0.0016,0.017,-0.005,3e-05
4676,N,-0.0021,-0.0008,0.015,-0.016,3e-05
4677,P,0.0035,0.0032,0.01,-0.008,7e-05
4678,N,-0.0022,-0.0007,0.004,-0.014,2e-05
4679,P,0.0059,0.0007,0.012,-0.003,0.00011
4680,P,0.0025,-0.0022,0.005,0.028,-0.00013
4681,N,-0.0049,0.0015,0.002,0.023,-0.00015
4682,N,-0.0025,0.0044,0.015,-0.01,0.0001
4683,P,0.0025,-0.0009,0.011,0.01,0.0
4684,N,-0.0036,-0.0014,0.005,0.009,-0.00013
4685,N,-0.0054,0.0005,0.008,0.001,-6e-05
4686,N,-0.0019,0.0012,0.012,-0.019,0.0001
4687,P,0.0059,0.0015,0.011,-0.005,5e-05
4688,N,0.0056,0.0022,0.016,0.01,-4e-05
4689,N,-0.0079,-0.0003,0.004,-0.001,-8e-05
4690,P,0.0044,0.0022,0.015,-0.025,0.00012
4691,P,0.0067,-0.0016,0.01,-0.007,3e-05
4692,N,-0.0074,0.0018,0.009,0.002,-0.00015
4693,P,0.0053,0.0001,0.011,-0.027,0.0002
4694,N,-0.0026,-0.0013,0.009,-0.015,-1e-05
4695,P,0.0013,-0.0007,0.009,0.01,-7e-05
4696,N,-0.004,-0.0002,0.008,0.006,-0.00018
4697,P,0.0038,0.0002,0.01,0.011,2e-05
4698,N,-0.009,0.003,0.014,-0.006,-0.00012
4699,P,0.0094,-0.0009,0.007,-0.007,0.0001
4700,N,0.0051,0.0027,0.013,0.016,-0.00027
4701,N,-0.0071,-0.0002,0.011,0.003,-0.0001
4702,P,0.0067,0.0013,0.007,-0.007,8e-05
4703,P,0.0043,0.0004,0.013,0.019,-9e-05
4704,N,-0.0079,-0.0002,0.01,0.002,-8e-05
4705,N,-0.004,-0.0004,0.007,-0.029,0.00012
4706,P,0.0047,0.0012,0.009,-0.029,0.00023
4707,N,-0.0083,-0.001,0.009,0.001,-0.00013
4708,P,0.0052,0.0007,0.011,-0.025,0.00022
4709,P,0.0075,-0.0006,0.009,-0.009,3e-05
4710,P,0.0015,-0.0005,0.006,0.01,0.0
4711,N,-0.004,0.0007,0.012,-0.011,1e-05
4712,P,0.0046,-0.0004,0.005,-0.002,3e-05
4713,P,0.003,0.0008,0.006,0.009,-9e-05
4714,N,-0.0048,0.0005,0.011,0.005,-0.00012
4715,P,0.0035,-0.0004,0.01,-0.002,3e-05
4716,N,-0.005,0.0003,0.011,0.003,-0.00021
4717,N,-0.0079,-0.0009,0.008,-0.013,-7e-05
4718,N,-0.0048,0.0008,0.009,-0.034,0.00014
4719,P,0.0061,-0.0002,0.007,-0.019,4e-05
4720,N,-0.0027,0.003,0.013,-0.012,0.0
4721,P,0.006,-0.0014,0.007,0.015,0.0
4722,P,0.0034,-0.0012,0.003,0.03,-0.00011
4723,N,-0.006,0.003,0.012,0.023,-0.00014
4724,N,-0.0015,-0.0024,0.008,-0.01,0.00015
4725,P,0.004,-0.0025,-0.001,-0.007,0.00017
4726,P,0.0016,0.0017,0.006,0.01,3e-05
4727,N,-0.0036,0.0013,0.01,0.008,-0.00019
4728,N,-0.0002,0.0008,0.01,-0.009,7e-05
4729,P,0.003,-0.0002,0.007,-0.007,5e-05
4730,N,-0.0022,0.0,0.008,-0.012,1e-05
4731,N,-0.0042,0.0001,0.01,0.003,-7e-05
4732,P,0.003,0.0005,0.007,-0.007,8e-05
4733,P,0.0019,0.0009,0.012,0.01,-5e-05
4734,N,-0.0037,-0.0012,0.009,0.007,-0.00011
4735,P,-0.0009,-0.001,0.001,-0.009,8e-05
4736,N,-0.0007,0.0002,0.01,-0.01,0.0
4737,P,0.0027,-0.0001,0.008,-0.004,4e-05
4738,P,0.0043,0.001,0.011,-0.024,9e-05
4739,P,-0.0019,-0.0016,0.004,-0.017,4e-05
4740,N,-0.0033,0.0015,0.008,-0.027,-3e-05
4741,P,0.0082,0.0009,0.006,0.024,-6e-05
4742,N,-0.0098,-0.0005,0.011,0.01,-9e-05
4743,N,-0.0067,-0.0012,0.007,-0.011,0.00021
4744,P,0.0069,-0.0003,0.001,-0.009,0.00018
4745,P,0.0083,0.0016,0.003,0.001,4e-05
4746,N,-0.0051,0.0026,0.017,0.012,-0.0002
4747,N,-0.007,0.0005,0.018,0.003,-0.0001
4748,P,0.0039,-0.0014,0.012,-0.011,0.0002
4749,P,0.006,-0.0012,0.01,-0.003,9e-05
4750,P,0.0052,-0.0012,0.009,0.011,-5e-05
4751,P,0.0013,0.0004,0.003,0.01,-4e-05
4752,N,-0.0046,0.0016,0.007,0.006,-0.00018
4753,P,0.0032,0.0033,0.007,-0.005,-1e-05
4754,N,-0.0003,-0.0016,0.003,-0.009,5e-05
4755,P,0.0036,0.0008,0.003,-0.004,0.0001
4756,N,-0.0048,-0.0034,0.014,0.006,-0.00014
4757,P,0.0034,0.0002,0.008,0.011,-1e-05
4758,P,0.0026,0.0001,0.006,0.011,3e-05
4759,P,0.0072,0.0002,0.009,0.01,-3e-05
4760,P,0.0001,0.0007,0.01,0.027,-0.00021
4761,N,-0.005,-0.0012,0.01,0.023,-0.00031
4762,N,-0.0035,0.0003,0.002,-0.011,5e-05
4763,P,0.0037,0.0031,0.01,-0.011,0.00011
4764,N,0.0044,0.0034,0.021,0.004,-1e-05
4765,P,0.0043,-0.0048,0.016,0.015,-1e-05
4766,N,-0.0061,-0.0003,0.002,0.006,-6e-05
4767,N,-0.0044,0.0024,0.008,-0.012,9e-05
4768,P,0.0062,0.0001,0.015,-0.005,9e-05
4769,P,0.005,-0.0025,0.009,0.012,-8e-05
4770,N,-0.0075,0.0027,0.004,0.004,-0.00016
4771,N,-0.0074,0.0027,0.014,-0.03,9e-05
4772,P,0.0055,-0.001,0.008,-0.038,7e-05
4773,P,0.0019,-0.0011,0.01,0.01,-7e-05
4774,N,-0.0039,-0.0002,0.008,0.005,-0.00012
4775,P,0.005,-0.0016,0.006,0.011,-1e-05
4776,N,-0.0042,0.0023,0.009,0.015,-0.00032
4777,N,-0.0068,0.0018,0.012,0.006,-7e-05
4778,P,0.006,0.0003,0.012,-0.004,9e-05
4779,P,0.0047,-0.0013,0.01,0.012,-9e-05
4780,P,0.006,-0.0008,0.004,-0.027,0.0002
4781,N,-0.0033,0.002,0.01,0.0,-0.00017
4782,N,-0.0051,-0.0009,0.008,-0.009,-6e-05
4783,P,0.0064,0.0014,0.009,-0.006,5e-05
4784,N,-0.0043,-0.0019,0.01,0.006,-0.00015
4785,P,0.0042,0.0002,0.016,0.014,0.0
4786,N,-0.0055,-0.0011,0.005,0.006,-6e-05
4787,N,-0.0057,0.0017,0.009,-0.012,3e-05
4788,N,-0.0045,-0.0001,0.009,0.007,-8e-05
4789,P,0.0054,0.0023,0.006,0.012,6e-05
4790,N,-0.0074,-0.0009,0.009,-0.004,-6e-05
4791,N,-0.0052,-0.0044,0.004,0.002,-6e-05
4792,P,0.0037,-0.0011,0.012,-0.003,8e-05
4793,N,-0.0048,0.0013,0.012,0.014,-0.00025
4794,P,0.0036,0.0004,0.004,-0.008,0.00017
4795,P,0.0015,0.0019,0.012,0.011,-9e-05
4796,N,-0.0037,0.0001,0.012,-0.013,-6e-05
4797,N,-0.0028,0.0001,0.006,-0.013,-2e-05
4798,N,-0.0051,0.0001,0.01,-0.007,-2e-05
4799,N,0.0038,0.0019,0.014,-0.002,-1e-05
